macro_AUC,accuracy,macro_sensitivity,macro_specificity,kappa,kappa_quadratic,macro_AUC_ci_low,macro_AUC_ci_high,accuracy_ci_low,accuracy_ci_high,macro_sensitivity_ci_low,macro_sensitivity_ci_high,macro_specificity_ci_low,macro_specificity_ci_high,kappa_ci_low,kappa_ci_high,kappa_quadratic_ci_low,kappa_quadratic_ci_high,config,n_features,n_train,n_test,primary_3d_macro_AUC,delta_vs_primary
0.9363060656085933,0.753968253968254,0.6392717086834734,0.9312823167170994,0.6538154746078171,0.8711656441717791,0.9127925341655583,0.9584426287631587,0.6746031746031746,0.8255952380952378,0.5286188672438673,0.7606388070326364,0.9092192000533899,0.9521278605288611,0.547343383507511,0.7544233542616574,0.82707039828872,0.9098716474992883,unadjusted_517_sanity,517,504,126,0.9363060656085932,1.1102230246251565e-16
0.9242346997706001,0.7222222222222222,0.6148085901027078,0.9237892917603062,0.6113510178901912,0.8609271523178808,0.8966135530979417,0.9495634968472965,0.6428571428571429,0.8015873015873016,0.4966453196365587,0.7379074074074073,0.902025525909177,0.9449526624109499,0.4988044670647135,0.7145711430854528,0.8164946081175174,0.8981623565738235,volume_residual_517,517,504,126,0.9363060656085932,-0.012071365837993064
