macro_AUC,accuracy,macro_sensitivity,macro_specificity,kappa,kappa_quadratic,macro_AUC_ci_low,macro_AUC_ci_high,accuracy_ci_low,accuracy_ci_high,macro_sensitivity_ci_low,macro_sensitivity_ci_high,macro_specificity_ci_low,macro_specificity_ci_high,kappa_ci_low,kappa_ci_high,kappa_quadratic_ci_low,kappa_quadratic_ci_high,config,volume_feature,n_features,n_train,n_test,spearman_volume_vs_grade,spearman_volume_vs_grade_p
0.5520691485989224,0.2857142857142857,0.19523809523809524,0.8161295735933418,0.062422488631665995,-0.02520827038459883,0.4910196399252891,0.6216143411236362,0.21428571428571427,0.373015873015873,0.13512937853107343,0.27388840051457974,0.7990289822368849,0.8344967955957887,-0.012738296400693298,0.14037259256921417,-0.18544186795327045,0.144029878304658,volume_only_MeshVolume,original_shape_MeshVolume,1,504,126,0.19629837228591954,6.846919461168747e-07
