feature,importance,in_primary_517,spearman_rho_vs_volume,abs_rho_vs_volume,importance_rank
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.09101441396472981,0.09101441396472981,259
lbp-3D-m1_glszm_ZonePercentage,0.0,True,-0.529433511758528,0.529433511758528,260
lbp-3D-m2_glcm_InverseVariance,0.0,True,-0.19117602896409147,0.19117602896409147,261
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,-0.1029343509690159,0.1029343509690159,262
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,-0.10584126901476253,0.10584126901476253,263
gradient_firstorder_Variance,0.0,True,-0.029558209957667024,0.029558209957667024,264
wavelet-HLH_firstorder_Variance,0.0,True,-0.055170062228287374,0.055170062228287374,265
gradient_glszm_LargeAreaEmphasis,0.0,True,0.5626280080608623,0.5626280080608623,266
square_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.34077879147686996,0.34077879147686996,267
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.0,True,0.11777202206876959,0.11777202206876959,268
wavelet-LHH_glszm_LargeAreaEmphasis,0.0,True,0.4061676629823651,0.4061676629823651,269
square_firstorder_RobustMeanAbsoluteDeviation,0.0,True,0.07338420351930117,0.07338420351930117,270
wavelet-LHH_glszm_GrayLevelNonUniformity,0.0,True,0.831340456135238,0.831340456135238,271
wavelet-HHH_glszm_GrayLevelNonUniformity,0.0,True,0.8597991727410158,0.8597991727410158,272
wavelet-HHL_glszm_GrayLevelNonUniformity,0.0,True,0.8194621428377814,0.8194621428377814,273
wavelet-HLH_glszm_GrayLevelNonUniformity,0.0,True,0.9090251503472234,0.9090251503472234,274
lbp-3D-m2_firstorder_Minimum,0.0,True,-0.3407277363187337,0.3407277363187337,275
wavelet-LLL_firstorder_Kurtosis,0.0,True,0.0019236280133999566,0.0019236280133999566,276
log-sigma-5-0-mm-3D_glcm_JointEntropy,0.0,True,0.045179151146291605,0.045179151146291605,277
gradient_glcm_JointEntropy,0.0,True,-0.14703408587207742,0.14703408587207742,278
lbp-3D-m1_glrlm_HighGrayLevelRunEmphasis,0.0,True,-0.2829356479290114,0.2829356479290114,279
lbp-3D-m2_firstorder_Range,0.0,True,0.334523737406068,0.334523737406068,280
square_glcm_DifferenceAverage,0.0,True,0.004541327581917966,0.004541327581917966,281
exponential_glszm_ZoneEntropy,0.0,True,-0.09824348870613496,0.09824348870613496,282
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0,True,0.2305317217995777,0.2305317217995777,283
logarithm_glcm_SumEntropy,0.0,True,-0.06437000768638146,0.06437000768638146,284
lbp-3D-m1_firstorder_Median,0.0,True,-0.19694279772088089,0.19694279772088089,285
square_glcm_JointEntropy,0.0,True,0.18997718682181824,0.18997718682181824,286
lbp-3D-m1_firstorder_90Percentile,0.0,True,-0.15645508302637132,0.15645508302637132,287
lbp-3D-m2_glcm_Autocorrelation,0.0,True,-0.1874873355936864,0.1874873355936864,288
lbp-3D-m2_firstorder_InterquartileRange,0.0,True,0.1101975428427282,0.1101975428427282,289
wavelet-LHH_gldm_LargeDependenceEmphasis,0.0,True,0.3980727582091329,0.3980727582091329,290
wavelet-HLL_glcm_DifferenceAverage,0.0,True,-0.08689725479403308,0.08689725479403308,291
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,0.17113021064322873,0.17113021064322873,292
exponential_glcm_Correlation,0.0,True,0.09919348978060132,0.09919348978060132,293
lbp-3D-m2_glszm_GrayLevelVariance,0.0,True,0.12414296913350414,0.12414296913350414,294
wavelet-LHL_firstorder_Entropy,0.0,True,-0.23153984723588455,0.23153984723588455,295
exponential_gldm_DependenceEntropy,0.0,True,-0.2898844739792629,0.2898844739792629,296
wavelet-LHH_firstorder_Entropy,0.0,True,-0.1227122108782623,0.1227122108782623,297
wavelet-HLH_firstorder_Skewness,0.0,True,0.17266703023939436,0.17266703023939436,298
log-sigma-4-0-mm-3D_firstorder_Skewness,0.0,True,0.12760545733407347,0.12760545733407347,299
log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.0,True,-0.12902357089797745,0.12902357089797745,300
wavelet-LLL_glcm_JointEntropy,0.0,True,0.9471587667986735,0.9471587667986735,301
square_glszm_ZoneEntropy,0.0,True,0.25672625548131833,0.25672625548131833,302
wavelet-HLL_glcm_JointEntropy,0.0,True,0.22896728331456365,0.22896728331456365,303
lbp-3D-m2_firstorder_90Percentile,0.0,True,-0.17279112277831174,0.17279112277831174,304
exponential_glszm_GrayLevelNonUniformity,0.0,True,-0.011754536859312947,0.011754536859312947,305
squareroot_glcm_JointEntropy,0.0,True,0.448150905193512,0.448150905193512,306
lbp-3D-m2_glrlm_ShortRunHighGrayLevelEmphasis,0.0,True,-0.33675140078579097,0.33675140078579097,307
original_firstorder_Skewness,0.0,True,0.027895245705831368,0.027895245705831368,308
logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,0.15378823594906457,0.15378823594906457,309
logarithm_gldm_GrayLevelNonUniformity,0.0,True,0.49510793532551867,0.49510793532551867,310
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,True,0.1893574940467415,0.1893574940467415,311
lbp-3D-m2_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,-0.05581443897992576,0.05581443897992576,312
wavelet-HHH_firstorder_Kurtosis,0.0,True,0.22200405992868305,0.22200405992868305,313
square_glszm_GrayLevelNonUniformity,0.0,True,0.6000270741997205,0.6000270741997205,314
logarithm_gldm_LargeDependenceEmphasis,0.0,True,0.30716829080815816,0.30716829080815816,315
wavelet-HLL_gldm_LargeDependenceEmphasis,0.0,True,0.40704538418122804,0.40704538418122804,316
wavelet-LHL_firstorder_Kurtosis,0.0,True,0.4471482027536255,0.4471482027536255,317
original_shape_Maximum2DDiameterColumn,0.0,True,0.6998618359065559,0.6998618359065559,318
lbp-3D-m1_firstorder_Variance,0.0,True,0.11641918346591483,0.11641918346591483,319
exponential_firstorder_Variance,0.0,True,-0.1884610993889585,0.1884610993889585,320
wavelet-LHH_firstorder_Median,0.0,True,-0.11324505087089268,0.11324505087089268,321
wavelet-HLH_gldm_LargeDependenceEmphasis,0.0,True,0.3601421847307251,0.3601421847307251,322
wavelet-HLH_firstorder_90Percentile,0.0,True,-0.13042193611651018,0.13042193611651018,323
square_glcm_DifferenceVariance,0.0,True,-0.036012535520178815,0.036012535520178815,324
wavelet-HLH_firstorder_10Percentile,0.0,True,0.1837582816924011,0.1837582816924011,325
gradient_glszm_GrayLevelVariance,0.0,True,-0.1771651898099845,0.1771651898099845,326
log-sigma-5-0-mm-3D_glcm_Contrast,0.0,True,-0.046799739240259035,0.046799739240259035,327
wavelet-HHL_gldm_LargeDependenceEmphasis,0.0,True,0.4073115909170096,0.4073115909170096,328
log-sigma-3-0-mm-3D_firstorder_Skewness,0.0,True,0.10887020447996554,0.10887020447996554,329
wavelet-LHL_glszm_ZoneEntropy,0.0,True,0.3855333651954603,0.3855333651954603,330
wavelet-HLL_glszm_ZoneEntropy,0.0,True,0.5898665193019738,0.5898665193019738,331
lbp-3D-m1_firstorder_Skewness,0.0,True,-0.02471276265614435,0.02471276265614435,332
lbp-3D-k_gldm_DependenceEntropy,0.0,True,0.453885339979011,0.453885339979011,333
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.0,True,0.3429376959500082,0.3429376959500082,334
square_gldm_DependenceEntropy,0.0,True,0.5871738096148282,0.5871738096148282,335
wavelet-LLH_glszm_ZoneEntropy,0.0,True,0.5700258390182658,0.5700258390182658,336
wavelet-HLH_glszm_ZoneEntropy,0.0,True,0.5373634195256152,0.5373634195256152,337
square_glrlm_RunEntropy,0.0,True,0.26009197137979223,0.26009197137979223,338
exponential_firstorder_Median,0.0,True,-0.21166782875162404,0.21166782875162404,339
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,0.0,True,0.4631175354689142,0.4631175354689142,340
exponential_glrlm_RunEntropy,0.0,True,0.4461480198474741,0.4461480198474741,341
log-sigma-4-0-mm-3D_glszm_ZoneEntropy,0.0,True,0.23418626948898258,0.23418626948898258,342
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.0,True,0.3072783030772511,0.3072783030772511,343
wavelet-LLH_glcm_SumEntropy,0.0,True,0.5041827919325554,0.5041827919325554,344
wavelet-HLH_glszm_SizeZoneNonUniformity,0.0,True,0.595269738525459,0.595269738525459,345
wavelet-HLL_firstorder_InterquartileRange,0.0,True,-0.32349063882239915,0.32349063882239915,346
wavelet-HLL_firstorder_10Percentile,0.0,True,0.07706512232846656,0.07706512232846656,347
gradient_firstorder_Median,0.0,True,-0.41758504971072574,0.41758504971072574,348
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,0.0,True,0.45734436431635894,0.45734436431635894,349
wavelet-HLL_firstorder_Kurtosis,0.0,True,0.38415227677968244,0.38415227677968244,350
wavelet-LHL_firstorder_RootMeanSquared,0.0,True,-0.11252153676441319,0.11252153676441319,351
square_firstorder_Median,0.0,True,0.21508913960383796,0.21508913960383796,352
gradient_firstorder_InterquartileRange,0.0,True,0.030312462375714586,0.030312462375714586,353
square_glszm_SizeZoneNonUniformity,0.0,True,0.3422888847712625,0.3422888847712625,354
wavelet-HLL_firstorder_90Percentile,0.0,True,-0.42474400487448366,0.42474400487448366,355
exponential_glrlm_RunLengthNonUniformity,0.0,True,0.26143389904265896,0.26143389904265896,356
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,True,-0.20350103609827194,0.20350103609827194,357
wavelet-HLL_gldm_GrayLevelNonUniformity,0.0,True,0.813533015580186,0.813533015580186,358
gradient_glszm_SmallAreaHighGrayLevelEmphasis,0.0,True,-0.05275572502552997,0.05275572502552997,359
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.0,True,0.7160387218741733,0.7160387218741733,360
log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,True,0.10184545770174896,0.10184545770174896,361
original_firstorder_Minimum,0.0,True,-0.276467956839924,0.276467956839924,362
wavelet-HLL_firstorder_Entropy,0.0,True,-0.18244061354006932,0.18244061354006932,363
wavelet-LHH_glcm_Imc1,0.0,True,0.6225022317370325,0.6225022317370325,364
log-sigma-4-0-mm-3D_glcm_MCC,0.0,True,-0.18235698901562383,0.18235698901562383,365
wavelet-LLL_glcm_Imc1,0.0,True,0.6328156911282382,0.6328156911282382,366
wavelet-HLL_glcm_MCC,0.0,True,0.14212644208063718,0.14212644208063718,367
lbp-3D-m2_glrlm_RunEntropy,0.0,True,0.6475486766419398,0.6475486766419398,368
log-sigma-5-0-mm-3D_glcm_MaximumProbability,0.0,True,0.0033661210656357973,0.0033661210656357973,369
wavelet-HLL_glcm_Correlation,0.0,True,-0.442103088402487,0.442103088402487,370
exponential_firstorder_10Percentile,0.0,True,-0.21471255329490024,0.21471255329490024,371
gradient_glrlm_LongRunLowGrayLevelEmphasis,0.0,True,0.4635359220422949,0.4635359220422949,372
lbp-3D-k_firstorder_Minimum,0.0,True,-0.51701532914322,0.51701532914322,373
lbp-3D-m1_gldm_DependenceEntropy,0.0,True,0.37770987701018344,0.37770987701018344,374
square_glcm_Imc2,0.0,True,-0.22146176028665476,0.22146176028665476,375
log-sigma-3-0-mm-3D_glcm_Correlation,0.0,True,-0.10956072469229508,0.10956072469229508,376
wavelet-HLL_gldm_DependenceEntropy,0.0,True,0.5313696407343179,0.5313696407343179,377
wavelet-HHH_gldm_DependenceEntropy,0.0,True,0.4642510616985502,0.4642510616985502,378
exponential_glszm_SmallAreaEmphasis,0.0,True,-0.5481313346766981,0.5481313346766981,379
wavelet-HLH_gldm_DependenceEntropy,0.0,True,0.5850805090010397,0.5850805090010397,380
lbp-3D-m2_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.14376505083970031,0.14376505083970031,381
wavelet-LLL_firstorder_InterquartileRange,0.0,True,-0.13917774776600683,0.13917774776600683,382
gradient_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,-0.2272465377557367,0.2272465377557367,383
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.0,True,-0.07862970478683691,0.07862970478683691,384
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity,0.0,True,0.5935547807523099,0.5935547807523099,385
wavelet-HHH_gldm_GrayLevelNonUniformity,0.0,True,0.7491332294046117,0.7491332294046117,386
log-sigma-5-0-mm-3D_glcm_Idn,0.0,True,-0.05875139946601837,0.05875139946601837,387
wavelet-LLH_firstorder_Median,0.0,True,0.013940388191762076,0.013940388191762076,388
square_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,0.1949974657689966,0.1949974657689966,389
log-sigma-5-0-mm-3D_firstorder_90Percentile,0.0,True,0.01410415788454274,0.01410415788454274,390
exponential_gldm_DependenceNonUniformity,0.0,True,0.7414929713107742,0.7414929713107742,391
gradient_gldm_GrayLevelNonUniformity,0.0,True,0.780467326716565,0.780467326716565,392
wavelet-HHH_firstorder_Maximum,0.0,True,0.12183992430361576,0.12183992430361576,393
wavelet-HHH_glszm_SizeZoneNonUniformity,0.0,True,0.5590053264743166,0.5590053264743166,394
wavelet-HLL_glszm_LargeAreaEmphasis,0.0,True,0.47830091137297936,0.47830091137297936,395
wavelet-HHL_glszm_SizeZoneNonUniformity,0.0,True,0.5968605601470997,0.5968605601470997,396
wavelet-LHL_firstorder_InterquartileRange,0.0,True,-0.39757431289767925,0.39757431289767925,397
wavelet-LLH_firstorder_90Percentile,0.0,True,0.08417325489745378,0.08417325489745378,398
logarithm_firstorder_Kurtosis,0.0,True,0.22421489079232354,0.22421489079232354,399
square_firstorder_Range,0.0,True,0.0359086347480557,0.0359086347480557,400
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.3386525689556096,0.3386525689556096,401
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,0.0,True,0.24568539746036086,0.24568539746036086,402
square_glszm_ZonePercentage,0.0,True,-0.13889477280072188,0.13889477280072188,403
log-sigma-4-0-mm-3D_glcm_Idm,0.0,True,0.3118581435319769,0.3118581435319769,404
lbp-3D-m1_glszm_SmallAreaEmphasis,0.0,True,0.26979107246414613,0.26979107246414613,405
wavelet-LLH_glcm_Correlation,0.0,True,0.12892871645174125,0.12892871645174125,406
original_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.37308125358323446,0.37308125358323446,407
wavelet-HHL_glszm_ZonePercentage,0.0,True,-0.45244458975091484,0.45244458975091484,408
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,-0.04643863006712259,0.04643863006712259,409
lbp-3D-m2_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,True,-0.33316236097349844,0.33316236097349844,410
log-sigma-5-0-mm-3D_glszm_ZonePercentage,0.0,True,-0.46125975862025287,0.46125975862025287,411
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.0,True,-0.5049424208976243,0.5049424208976243,412
wavelet-LHH_glcm_MCC,0.0,True,-0.3109647888561931,0.3109647888561931,413
lbp-3D-k_glcm_ClusterProminence,0.0,True,0.18142123418641248,0.18142123418641248,414
gradient_glszm_ZonePercentage,0.0,True,-0.320781473168131,0.320781473168131,415
log-sigma-3-0-mm-3D_glcm_Idmn,0.0,True,0.2367391090604916,0.2367391090604916,416
gradient_glcm_Imc2,0.0,True,-0.5075430580817022,0.5075430580817022,417
lbp-3D-m2_glszm_GrayLevelNonUniformityNormalized,0.0,True,0.11585194784183424,0.11585194784183424,418
square_glcm_Imc1,0.0,True,0.31576435664817787,0.31576435664817787,419
square_glcm_InverseVariance,0.0,True,0.0915661427696246,0.0915661427696246,420
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.0,True,0.08931101610336532,0.08931101610336532,421
square_glszm_LowGrayLevelZoneEmphasis,0.0,True,-0.15865815872115668,0.15865815872115668,422
exponential_glcm_Imc1,0.0,True,0.11222351221966873,0.11222351221966873,423
wavelet-HLH_glcm_Imc1,0.0,True,0.6347143397643217,0.6347143397643217,424
square_glszm_GrayLevelNonUniformityNormalized,0.0,True,-0.08290466058635197,0.08290466058635197,425
wavelet-HHL_glcm_Imc1,0.0,True,0.6951571622156024,0.6951571622156024,426
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.4381370063656285,0.4381370063656285,427
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.1477687716843457,0.1477687716843457,428
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.26157993601705654,0.26157993601705654,429
wavelet-HLL_glcm_Imc1,0.0,True,0.6869928651004261,0.6869928651004261,430
log-sigma-5-0-mm-3D_glcm_Imc2,0.0,True,-0.3952593892974406,0.3952593892974406,431
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.0,True,-0.2669386003426367,0.2669386003426367,432
wavelet-HHL_glcm_Imc2,0.0,True,-0.6159304479113469,0.6159304479113469,433
lbp-3D-m1_glszm_LowGrayLevelZoneEmphasis,0.0,True,-0.0101314296855086,0.0101314296855086,434
square_glszm_LargeAreaEmphasis,0.0,True,0.17603379918513348,0.17603379918513348,435
exponential_firstorder_Kurtosis,0.0,True,0.14098878861478747,0.14098878861478747,436
wavelet-LHL_glszm_SizeZoneNonUniformity,0.0,True,0.6656605488588685,0.6656605488588685,437
wavelet-HHH_firstorder_Range,0.0,True,0.1675296529624329,0.1675296529624329,438
wavelet-HLH_glszm_LargeAreaEmphasis,0.0,True,0.42108183164924073,0.42108183164924073,439
original_glszm_SizeZoneNonUniformity,0.0,True,0.4590492803402081,0.4590492803402081,440
wavelet-LLL_firstorder_Minimum,0.0,True,-0.30308356735504366,0.30308356735504366,441
wavelet-LLH_glszm_SizeZoneNonUniformity,0.0,True,0.8836844173617765,0.8836844173617765,442
wavelet-HLL_glcm_ClusterTendency,0.0,True,-0.025845760983473964,0.025845760983473964,443
wavelet-HLH_firstorder_Range,0.0,True,0.18668849942630747,0.18668849942630747,444
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,0.713811622021272,0.713811622021272,445
wavelet-LHH_glszm_SizeZoneNonUniformity,0.0,True,0.6579296115461272,0.6579296115461272,446
logarithm_firstorder_Minimum,0.0,True,0.13919540849771186,0.13919540849771186,447
squareroot_firstorder_Median,0.0,True,-0.17981636318384012,0.17981636318384012,448
square_glrlm_RunLengthNonUniformity,0.0,True,0.7993310038044843,0.7993310038044843,449
wavelet-LHL_firstorder_Maximum,0.0,True,0.22562170244775867,0.22562170244775867,450
logarithm_glszm_SizeZoneNonUniformity,0.0,True,0.2308000641401442,0.2308000641401442,451
wavelet-LLH_firstorder_Maximum,0.0,True,0.06424897408485976,0.06424897408485976,452
lbp-3D-m1_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.06432631177274724,0.06432631177274724,453
wavelet-HLL_glcm_ClusterShade,0.0,True,-0.4055297046728778,0.4055297046728778,454
logarithm_firstorder_Range,0.0,True,-0.17025684426841,0.17025684426841,455
square_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.4718270596843634,0.4718270596843634,456
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,0.06745518874277534,0.06745518874277534,457
gradient_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.33093084593767086,0.33093084593767086,458
log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.25600413587463056,0.25600413587463056,459
wavelet-LLH_glcm_Contrast,0.0,True,-0.06844119027333216,0.06844119027333216,460
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.0,True,-0.02380894677343335,0.02380894677343335,461
gradient_glcm_Imc1,0.0,True,0.502897445798711,0.502897445798711,462
lbp-3D-k_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.5408195719300514,0.5408195719300514,463
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.6673954517977307,0.6673954517977307,464
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.6807338393957227,0.6807338393957227,465
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.6996249194124559,0.6996249194124559,466
wavelet-LLL_glcm_ClusterProminence,0.0,True,-0.16148898684810364,0.16148898684810364,467
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.0,True,-0.5775086622469996,0.5775086622469996,468
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,0.3303095289185983,0.3303095289185983,469
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.3647213926590966,0.3647213926590966,470
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.546835498622658,0.546835498622658,471
original_glcm_MaximumProbability,0.0,True,-0.20045991088890308,0.20045991088890308,472
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.06825524868368274,0.06825524868368274,473
wavelet-HLL_glcm_JointEnergy,0.0,True,-0.055777989725224825,0.055777989725224825,474
wavelet-LHL_glcm_MaximumProbability,0.0,True,-0.1737081975609699,0.1737081975609699,475
wavelet-LLL_firstorder_Uniformity,0.0,True,0.03380465611034227,0.03380465611034227,476
exponential_glszm_ZonePercentage,0.0,True,-0.6248013880457874,0.6248013880457874,477
lbp-3D-k_glszm_ZonePercentage,0.0,True,-0.4951937266043388,0.4951937266043388,478
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,True,-0.02128907624355166,0.02128907624355166,479
exponential_glcm_Idmn,0.0,True,0.13462419721837104,0.13462419721837104,480
squareroot_glszm_SmallAreaLowGrayLevelEmphasis,0.0,True,-0.03450976562277594,0.03450976562277594,481
square_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.33992344576714695,0.33992344576714695,482
original_glszm_SmallAreaLowGrayLevelEmphasis,0.0,True,-0.08551969372548435,0.08551969372548435,483
wavelet-LHH_firstorder_Variance,0.0,True,-0.1513268434543595,0.1513268434543595,484
gradient_glcm_JointEnergy,0.0,True,0.28417816198935947,0.28417816198935947,485
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,True,-0.42262757254145106,0.42262757254145106,486
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.46875337250091337,0.46875337250091337,487
lbp-3D-m1_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.7174905971901274,0.7174905971901274,488
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.6510664496428685,0.6510664496428685,489
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.6341159145088994,0.6341159145088994,490
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,True,-0.032436333332155516,0.032436333332155516,491
wavelet-LLH_glcm_ClusterShade,0.0,True,-0.001844898583068329,0.001844898583068329,492
wavelet-HLL_glcm_Idn,0.0,True,0.3606986571065377,0.3606986571065377,493
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.511064934323285,0.511064934323285,494
lbp-3D-m2_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.6762187629557684,0.6762187629557684,495
exponential_glszm_ZoneVariance,0.0,True,-0.01909241926148957,0.01909241926148957,496
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.0,True,0.539430972904187,0.539430972904187,497
wavelet-LHH_glcm_ClusterProminence,0.0,True,-0.10101468222291395,0.10101468222291395,498
exponential_glszm_LargeAreaLowGrayLevelEmphasis,0.0,True,0.7322130420156259,0.7322130420156259,499
wavelet-LHL_glrlm_GrayLevelNonUniformity,0.0,True,0.7936029038466622,0.7936029038466622,500
original_shape_LeastAxisLength,0.0,True,0.695567174338759,0.695567174338759,501
lbp-3D-m2_glszm_SizeZoneNonUniformity,0.0,True,0.28629957539668005,0.28629957539668005,502
original_gldm_LargeDependenceEmphasis,0.0,True,0.3673783217848695,0.3673783217848695,503
lbp-3D-m2_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,0.26327047116662183,0.26327047116662183,504
log-sigma-5-0-mm-3D_gldm_DependenceVariance,0.0,True,0.4029838238135895,0.4029838238135895,505
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.0,True,0.6242364897036105,0.6242364897036105,506
lbp-3D-m2_gldm_DependenceVariance,0.0,True,0.19761778085348722,0.19761778085348722,507
wavelet-HLL_firstorder_Median,0.0,True,-0.19885129657906708,0.19885129657906708,508
wavelet-HHH_gldm_DependenceVariance,0.0,True,0.2866517922193493,0.2866517922193493,509
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.0,True,0.6005263379285429,0.6005263379285429,510
log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity,0.0,True,0.5329773479607356,0.5329773479607356,511
wavelet-LHL_glszm_LargeAreaEmphasis,0.0,True,0.5037981852445977,0.5037981852445977,512
wavelet-HLH_firstorder_Kurtosis,0.0,True,0.28402492634714743,0.28402492634714743,513
lbp-3D-m1_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,-0.15845726789801237,0.15845726789801237,514
lbp-3D-k_glrlm_LongRunHighGrayLevelEmphasis,0.0,True,0.36064068383507136,0.36064068383507136,515
wavelet-HLL_glszm_GrayLevelNonUniformity,0.0,True,0.8400553097677278,0.8400553097677278,516
wavelet-LLL_glcm_Idn,0.0,True,0.177403993616952,0.177403993616952,517
