feature,slope_vs_MeshVolume,intercept,train_r2
square_glszm_ZoneEntropy,3.829418898540938e-05,4.373448901232603,0.07950488755736451
wavelet-LLL_glcm_SumEntropy,3.117578015847499e-05,6.425875796948474,0.05363098953228307
wavelet-HLL_glcm_JointEntropy,3.4816988042832745e-05,7.2707098926210625,0.06722341158662426
lbp-3D-m2_firstorder_90Percentile,-2.0570469674918313e-05,17.39986062082882,0.023979669345471466
exponential_glszm_GrayLevelNonUniformity,5.106202933801819e-06,1.0574016859670563,0.0014863455224399802
wavelet-LLH_gldm_LargeDependenceEmphasis,5.5524618883505443e-05,1.4375246058213347,0.17718257081017974
wavelet-LHH_glcm_JointEntropy,8.276907287068883e-05,7.561821289383005,0.4008393645363736
lbp-3D-m2_firstorder_Maximum,2.2208222276961046e-05,18.89248190536951,0.031326721020811354
wavelet-LHH_firstorder_Entropy,-1.5766597081050605e-05,5.514746444910322,0.016152444365796992
wavelet-HLH_firstorder_Skewness,2.446717414010231e-05,-0.1570185317748343,0.04078597320685584
lbp-3D-k_glszm_HighGrayLevelZoneEmphasis,-1.2997182689971432e-05,3.555857902491236,0.011595994646950714
wavelet-LLH_firstorder_Skewness,-9.654650519163464e-06,0.10208723249331396,0.006542499562593895
log-sigma-4-0-mm-3D_firstorder_Skewness,1.5831586572795623e-05,-0.059701183311485884,0.01931988795825046
lbp-3D-m1_firstorder_Kurtosis,-8.889536959854833e-06,2.476811420289741,0.006307573725139126
exponential_glcm_Correlation,1.0185076754764164e-05,0.6175457432258252,0.008613770021536737
lbp-3D-m2_glszm_GrayLevelVariance,1.5191029585377573e-05,1.1413423607308166,0.019167549081006596
wavelet-LHL_firstorder_Entropy,-2.387259520115461e-05,5.919387805772093,0.0479759165645931
wavelet-LLL_glcm_DifferenceEntropy,-9.173017312634985e-08,5.51497577016879,7.17765205715537e-07
lbp-3D-k_firstorder_90Percentile,2.5411360502268033e-05,0.1645043742857381,0.055175761583040384
exponential_gldm_DependenceEntropy,-2.8546855577121626e-05,4.277056227921809,0.07154940705211454
gradient_glcm_DifferenceEntropy,-3.840878705495438e-06,3.1052203524479065,0.0014133411262825524
log-sigma-4-0-mm-3D_glszm_ZoneEntropy,2.005254560392534e-05,5.540801011477294,0.04037502229186196
lbp-3D-m2_glcm_ClusterShade,-8.509271597818782e-06,-0.5317187088566864,0.007506782219822705
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,2.1013111942650523e-05,5.555710113906765,0.047938387314538033
log-sigma-5-0-mm-3D_firstorder_Skewness,4.393637378105036e-06,-0.12233599457971855,0.0021354216723576958
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,2.559616910695314e-05,5.3893743497038225,0.07370224492711641
wavelet-LLH_glcm_SumEntropy,4.233263178159391e-05,6.0212168695816946,0.2170356124044256
gradient_glszm_ZoneEntropy,4.271059685430659e-06,5.2281874910715915,0.0022135134501526377
wavelet-HLL_firstorder_Entropy,-1.3505458562028764e-05,4.691678315756653,0.02229230026079465
wavelet-LLL_firstorder_Skewness,-4.453265313229229e-06,0.4744229543066533,0.002499128803146289
square_glrlm_RunEntropy,2.3033771732746705e-05,3.249981544868448,0.06795623123791417
wavelet-LLH_firstorder_Entropy,1.0846739983993134e-05,6.346675205956939,0.015529951388173258
exponential_firstorder_Median,-1.0870076018285185e-05,0.6155813056439621,0.017721651946946193
lbp-3D-m2_firstorder_Skewness,-2.4916239656399657e-07,-0.7369358453104818,9.715549943445367e-06
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,3.787567686866746e-05,5.832613181720478,0.23693171823460468
wavelet-LLL_glcm_Correlation,-6.311384450190438e-06,0.5008521074172655,0.006729652033541922
exponential_glrlm_RunEntropy,3.274434477280561e-05,1.939449790402401,0.18411894218411218
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,2.7214062230038838e-05,5.916115247691127,0.12972211291825597
square_gldm_DependenceEntropy,4.104051167345579e-05,5.1629379326069555,0.3076590629933714
wavelet-HLH_glrlm_RunEntropy,2.4475539711749835e-06,4.465401365930859,0.0010951156559574349
lbp-3D-m1_glcm_JointEntropy,1.8132982721159004e-05,3.7977421109081533,0.0686352345908442
wavelet-LLH_glszm_ZoneEntropy,3.869468002893347e-05,6.45374115552232,0.31478580919534516
wavelet-LHH_glszm_ZoneEntropy,2.57091623423438e-05,5.907496125777937,0.1486202850210745
wavelet-HLH_glszm_ZoneEntropy,3.0930928449449426e-05,5.383920429613843,0.21789384290369906
lbp-3D-m2_glrlm_LongRunEmphasis,2.2252565808752113e-06,2.2293183841474624,0.001234479671117672
lbp-3D-m2_glcm_JointEntropy,2.617463815048929e-05,3.1933771126599217,0.1766154744791366
wavelet-LHL_glszm_ZoneEntropy,2.466409014544141e-05,6.2047714851727225,0.15719170832748153
wavelet-HLL_glszm_ZoneEntropy,3.648067580413059e-05,5.616002623976995,0.3460449049849792
lbp-3D-m1_firstorder_Skewness,4.942178356810936e-07,-0.2573894076871972,7.02354993910026e-05
lbp-3D-k_glrlm_HighGrayLevelRunEmphasis,2.464732304376503e-05,1.6721900230648759,0.1771221487130632
log-sigma-5-0-mm-3D_glcm_Correlation,-8.126338402573383e-06,0.6713676531199129,0.019317372417026912
lbp-3D-k_gldm_DependenceEntropy,2.6665833529199716e-05,4.345118145572843,0.21053039716241106
gradient_gldm_DependenceEntropy,3.0450152399850214e-05,5.493164439036042,0.303796509666138
wavelet-HLL_gldm_DependenceEntropy,2.9600356645471163e-05,5.958280488064604,0.29611443779324764
wavelet-HHH_gldm_DependenceEntropy,2.4069630307463225e-05,5.48253340706041,0.2020503417419044
logarithm_glcm_Correlation,-3.848801584313354e-06,0.3506240640667614,0.005388827068607993
exponential_glszm_SmallAreaEmphasis,-8.712738161744345e-07,0.09553203202846347,0.0002815311626499506
square_gldm_LowGrayLevelEmphasis,-1.1874018601042009e-05,0.4297270792110736,0.05770465048739104
wavelet-HLH_gldm_DependenceEntropy,2.7826069393376273e-05,5.669167262621522,0.3280112775720555
lbp-3D-k_glrlm_RunEntropy,2.9948051113111026e-05,2.1715809217846815,0.38962612251063666
logarithm_glcm_MCC,-1.794830342087637e-05,1.0157787707212855,0.15132459328108727
gradient_glrlm_LongRunLowGrayLevelEmphasis,1.1813306533793906e-05,0.02146781367412945,0.06829324628790268
lbp-3D-m2_gldm_DependenceEntropy,2.4260283123146443e-05,4.617481262404162,0.30039752113931295
lbp-3D-k_firstorder_Median,9.918712139864132e-06,-0.6811695685983375,0.05028616735421021
lbp-3D-k_firstorder_Minimum,-2.2658964283359845e-05,-1.3877349662571008,0.2709834273790941
lbp-3D-m1_gldm_DependenceEntropy,1.7007442036599125e-05,4.841937765890622,0.16619591610775242
square_glcm_Imc2,-9.500961237869492e-06,0.6991976470539556,0.05590602538593781
log-sigma-3-0-mm-3D_glcm_Correlation,-2.420470993092601e-06,0.5782888365172317,0.003807954558718074
lbp-3D-m1_glcm_DifferenceVariance,4.411191799754044e-06,0.8577020624145024,0.013171822269933853
square_glcm_Correlation,2.3556237979469453e-06,0.2547764805720586,0.004016892467372801
original_glcm_MCC,-1.9421866609955244e-05,0.9030928052862904,0.2778260394041524
wavelet-HLL_glcm_Correlation,-1.686163750463278e-05,0.4161285451495552,0.21351167622540435
logarithm_glszm_SizeZoneNonUniformityNormalized,-1.1969253542999308e-05,0.7371212355632077,0.10872713491170771
lbp-3D-k_glcm_DifferenceEntropy,5.947765333357722e-06,0.7480259478247487,0.026909389735405798
wavelet-HLH_glcm_MCC,-1.0830615275635729e-06,0.6569352917465626,0.0010241647639221974
exponential_firstorder_10Percentile,-6.447053252459635e-06,0.3755955385398021,0.03738264342691844
wavelet-HHH_glcm_MCC,-8.838548931969957e-06,0.6582378401747285,0.07216321692119188
wavelet-LHH_glcm_Imc1,2.010348804490153e-05,-0.6166173421366862,0.38971555928617785
log-sigma-5-0-mm-3D_glcm_MCC,-8.308580526003012e-06,0.8021436006642808,0.06713853690225513
log-sigma-4-0-mm-3D_glcm_MCC,-7.397960164030333e-06,0.8006763310869244,0.05420438956017515
wavelet-LLL_glcm_Imc1,2.0170179496511823e-05,-0.8369934639256491,0.4203403091522395
lbp-3D-m2_glszm_LowGrayLevelZoneEmphasis,9.246197934021801e-06,0.3818573837558257,0.09028878130768914
wavelet-HLL_glcm_MCC,3.828867433857427e-06,0.7776207862540364,0.015851538358140238
lbp-3D-m2_glrlm_RunEntropy,1.7780662407409854e-05,2.467958813954554,0.34719606001294423
wavelet-LHL_glcm_Correlation,-5.629494409533754e-07,0.16376586432299306,0.00035610872408231575
log-sigma-3-0-mm-3D_glszm_ZonePercentage,-1.4826405026769993e-05,0.5079209188675916,0.24722607579910405
log-sigma-3-0-mm-3D_glcm_MCC,-8.240833790091995e-06,0.8065511867966865,0.08107914568948704
wavelet-LHH_glcm_MCC,-9.232199316024057e-06,0.8575443982667432,0.10506401166215462
lbp-3D-k_glcm_ClusterProminence,5.37054568287604e-06,0.33123410714760343,0.035643851690756345
lbp-3D-m1_glrlm_RunVariance,1.0918167806683536e-06,0.3604007115283692,0.0014774292965924474
gradient_glszm_ZonePercentage,-9.612581040444092e-06,0.4482904933123091,0.11701782840499264
gradient_glcm_Correlation,1.866901618583953e-07,0.12933740111966746,4.5280565166727627e-05
gradient_glcm_Imc2,-1.3828841732042801e-05,0.9009770899836647,0.2516051452433711
wavelet-HHH_glcm_Imc2,-1.2582295268617147e-05,0.9437227671778181,0.2103128792437734
lbp-3D-m1_glrlm_RunEntropy,1.1183380923519732e-05,2.7421829620344114,0.17181441357456007
lbp-3D-m2_glcm_DifferenceVariance,9.664895744295482e-06,0.5480022234922868,0.12840386173109297
wavelet-HLH_glszm_ZonePercentage,-9.2725658040954e-06,0.6117036435598704,0.12357863935599045
wavelet-HHL_glszm_ZonePercentage,-1.1220023453889446e-05,0.5833948045994551,0.19630615512788574
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,-8.353452256090376e-07,0.04724465988733381,0.0011281771305464705
lbp-3D-m2_gldm_SmallDependenceHighGrayLevelEmphasis,-9.168461096708998e-06,0.5877262851147071,0.14027104813808045
log-sigma-5-0-mm-3D_glszm_ZonePercentage,-1.1515994089754784e-05,0.44375705273106636,0.22272351695601011
lbp-3D-k_firstorder_10Percentile,1.3781977354326597e-06,-1.1488259708510722,0.0032409168680577194
wavelet-LLL_gldm_DependenceNonUniformityNormalized,-1.008583572109328e-05,0.715526863754878,0.17396557808606194
lbp-3D-m1_glszm_SmallAreaEmphasis,7.784357377311531e-06,0.41306462029801927,0.10418342897747279
lbp-3D-m1_glcm_Imc2,-8.580508431449163e-06,0.5029493042388542,0.1269494817209349
wavelet-LLH_glcm_Correlation,3.0325220490799858e-06,-0.1332864598751497,0.015887621309043087
original_glszm_SizeZoneNonUniformityNormalized,-8.879817528906797e-06,0.6511366943784211,0.1366416983770664
wavelet-HLL_glszm_ZonePercentage,-1.0622892783819203e-05,0.6365731472991053,0.20214500115027068
wavelet-LLH_glcm_Imc1,1.619763983968512e-05,-0.7942213056075504,0.47049361597093653
wavelet-LLL_glcm_MCC,-1.5667124222121407e-05,1.0606444598482618,0.44044269688806004
original_gldm_LargeDependenceLowGrayLevelEmphasis,3.152911037483905e-07,0.09141310568367322,0.00018956136927505973
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,-8.219924626055082e-06,0.741949634516168,0.12917291521470198
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,6.283895882409228e-06,0.3324460711304512,0.07998345249363814
log-sigma-3-0-mm-3D_glcm_Imc2,-1.1098676215208561e-05,1.0185092340694977,0.2558996293075405
square_glszm_ZonePercentage,-3.415804316489819e-06,0.2279230374630432,0.02434270778248837
log-sigma-4-0-mm-3D_glcm_Imc1,1.0433585851801418e-05,-0.37043988103394976,0.24959416159462844
log-sigma-4-0-mm-3D_glcm_Idm,6.072072766757013e-06,0.22137001643323595,0.08630731710657924
gradient_glszm_SizeZoneNonUniformityNormalized,2.102117872432423e-06,0.37018820927831886,0.010994558636552743
wavelet-LLH_glcm_MCC,-1.2349046132020623e-05,1.0304254873487022,0.3849444438398939
lbp-3D-k_glszm_GrayLevelVariance,2.6855113441369043e-06,0.11288175535037998,0.018286236490248187
wavelet-HHL_glcm_Imc2,-1.0773564259207145e-05,0.9974416787129043,0.304347313150951
wavelet-HLH_glcm_Imc2,-8.9853680853704e-06,0.9883692015541771,0.2126922826307004
lbp-3D-m1_glszm_LowGrayLevelZoneEmphasis,-5.921959040400909e-07,0.26147279731236034,0.0009632565981901875
lbp-3D-m2_glcm_Imc2,-6.812193596061524e-06,0.3987463622206559,0.129556148978623
wavelet-LHL_glcm_MCC,-1.711661164607027e-06,0.9362371468624807,0.008232892641409362
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,-4.976526441067422e-06,0.6261769658793521,0.07106395122979692
wavelet-HLL_glcm_Imc1,1.2537395880618384e-05,-0.41158966518187196,0.4512543121362165
log-sigma-5-0-mm-3D_glcm_Imc2,-8.09236502739245e-06,0.9896558222744157,0.18854452364187513
original_shape_Sphericity,4.5801954261792355e-06,0.5759620358027329,0.0614121185378006
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,-4.3140685319578666e-06,0.6074099395287786,0.05457531548660144
original_shape_Elongation,2.1868902454691257e-06,0.7657533363387187,0.014033975783554142
lbp-3D-m2_glrlm_LongRunLowGrayLevelEmphasis,6.223035316730168e-06,0.30726823695971905,0.11439648549950587
log-sigma-3-0-mm-3D_glcm_InverseVariance,4.573938208325331e-06,0.2393197492115252,0.06286414974273669
wavelet-HLH_glcm_Imc1,1.0835823195023803e-05,-0.3326414313283525,0.38144186055921236
square_glszm_GrayLevelNonUniformityNormalized,-1.5188210866626985e-06,0.15988731003894682,0.008141695583000486
wavelet-HHH_glcm_Imc1,9.729534865746042e-06,-0.26819413796992286,0.3486965181723809
wavelet-HHL_glcm_Imc1,1.1144938992137204e-05,-0.33306652880953236,0.46603571169364266
lbp-3D-k_glcm_Correlation,4.855907262492944e-07,0.08671898165347568,0.0008919016731432361
original_glcm_Imc2,-7.232124254274962e-06,1.0412674429092423,0.198614328855649
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,-6.539529016317649e-06,0.8416725514266742,0.1626568292241688
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,-2.6133384523702925e-06,0.5194672783757469,0.028053983900255597
lbp-3D-m2_glszm_GrayLevelNonUniformityNormalized,1.4954236062610367e-06,0.34081147267646394,0.009374615918418372
square_glcm_Imc1,4.640142445897311e-06,-0.15048365475866615,0.09068616286380404
square_glcm_InverseVariance,1.0360802809594282e-06,0.3413078906419232,0.004687980350318144
log-sigma-5-0-mm-3D_glcm_InverseVariance,1.3345068604238203e-06,0.2838160444673604,0.007954764062903186
square_glszm_LowGrayLevelZoneEmphasis,-2.694953458839804e-06,0.15863398313757876,0.03319821907394527
exponential_glcm_Imc1,1.5016619819439166e-06,-0.04410311043107598,0.010447143364552103
lbp-3D-k_glcm_ClusterShade,1.3126319000208838e-06,0.19367357334525792,0.008269915398227523
lbp-3D-m1_glszm_SmallAreaLowGrayLevelEmphasis,3.806489734065241e-07,0.11037197225212242,0.0007130286020367027
logarithm_glcm_Idn,3.941340335705119e-06,0.8533519750778633,0.0807158125489933
exponential_glrlm_RunLengthNonUniformityNormalized,-7.353477878820018e-06,0.3533874453883865,0.28359336194824014
lbp-3D-m1_glcm_Correlation,-2.6926606009493447e-06,-0.018375233588260764,0.038684840109819096
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,-9.548936160617973e-07,0.4945291378453467,0.005370034464772466
gradient_gldm_DependenceNonUniformityNormalized,-6.375845044860332e-06,0.2456314151931937,0.24318261967968158
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,-1.5065880152209614e-06,0.507948198457705,0.013725304323504717
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized,-6.329403413355649e-06,0.2648225656578307,0.2578862843673638
gradient_glcm_Imc1,6.387802959979149e-06,-0.20629156032398058,0.2830161165876369
wavelet-HLL_glcm_Imc2,-6.1918610780134776e-06,1.0088527166733479,0.2692127791496406
gradient_glrlm_ShortRunLowGrayLevelEmphasis,4.344980987960371e-06,0.04044868171100486,0.1326510667622115
original_shape_Flatness,3.17785300068582e-06,0.1869733350126941,0.07301255698343645
gradient_glszm_LowGrayLevelZoneEmphasis,1.037379635102362e-06,0.0755033102454047,0.009000895754601057
exponential_gldm_DependenceNonUniformityNormalized,3.057200831973384e-06,0.05791187065646007,0.0795231943912964
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,-4.4335733263571246e-06,0.23533352371709132,0.18435619827670824
square_gldm_DependenceNonUniformityNormalized,-8.454013336424728e-08,0.11873551234707909,6.92120083363168e-05
square_glszm_SmallAreaLowGrayLevelEmphasis,-7.616214165707468e-07,0.07381113394151069,0.007012857426833774
lbp-3D-m2_glcm_MaximumProbability,-2.679615180342257e-06,0.20587031718939697,0.08819309937400743
gradient_glcm_Idn,2.1120441233479216e-07,0.876164783984626,0.0005675115174895717
wavelet-HHL_glcm_Correlation,-9.584764517038872e-07,0.023642568825025308,0.011878443210705414
wavelet-LHH_glcm_Imc2,-3.049952001783714e-06,1.015215702857919,0.12847138392126778
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,-3.5846166172839025e-07,0.014213532037518507,0.0019165032407900684
square_glcm_Idn,-1.2523965945995023e-07,0.8699501460967936,0.00024172778683639873
wavelet-LHH_glcm_Idn,3.6885290140454216e-06,0.8345661384453457,0.2533869183109433
logarithm_gldm_LowGrayLevelEmphasis,-1.375722717230252e-07,0.03579766746244337,0.00036884234227718693
gradient_glszm_SmallAreaLowGrayLevelEmphasis,2.3472222772294683e-07,0.05082495755575928,0.001164459639955484
lbp-3D-m1_glcm_InverseVariance,-9.690636378554529e-08,0.46556503658538934,0.0002129268747349533
wavelet-LLH_glcm_Idn,2.8467766794008484e-06,0.803280180455003,0.19305992377374803
wavelet-LHL_glcm_Idn,3.3707729791019234e-06,0.8786360946171731,0.27362565692770935
gradient_glszm_GrayLevelNonUniformityNormalized,3.501611036240351e-07,0.07754493278614284,0.003001338384517549
lbp-3D-k_gldm_SmallDependenceHighGrayLevelEmphasis,-2.763364640449368e-06,0.09827169090335858,0.207275880376932
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,1.423237886652257e-07,0.028504378118338156,0.0005761424501955492
log-sigma-4-0-mm-3D_glcm_Idn,8.719500417824272e-07,0.8828352057785169,0.021915949199572404
original_glcm_Idn,1.697201292082979e-06,0.8550022942308044,0.08414700010938703
log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,2.2693458298944383e-07,0.02595842217820031,0.0015146238120541389
wavelet-LLL_glcm_Idn,7.429669669678656e-07,0.8662421290561416,0.01650681293072298
wavelet-HLH_glcm_Idn,2.1406237504083045e-06,0.8749066544943607,0.14627032212757018
log-sigma-5-0-mm-3D_glcm_MaximumProbability,-1.8519948757982474e-07,0.03251585039748638,0.0011043613316398249
log-sigma-5-0-mm-3D_glcm_Idn,-4.0192885134830563e-07,0.894810818492978,0.005422075173342034
lbp-3D-m1_glszm_ZonePercentage,-3.0048880195891157e-06,0.1094841690162378,0.30700956644986155
lbp-3D-m2_glcm_InverseVariance,-1.0168799116443143e-06,0.5101789175744632,0.03663693958254466
wavelet-HHH_glcm_Idn,1.8696496421040755e-06,0.8848892888519455,0.12403092497883328
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,-1.328804665402566e-07,0.06605103746770523,0.0006545511643060165
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,4.862043083452263e-07,0.06319648396105895,0.009143131961043105
wavelet-HLL_glcm_Idn,1.9459184026969903e-06,0.9082913662068375,0.148318563841371
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,9.093537626314874e-07,0.05007247737337128,0.03509683293146881
gradient_glcm_JointEnergy,4.891688941237627e-07,0.014321267067861798,0.010165315400049835
log-sigma-3-0-mm-3D_glcm_MaximumProbability,2.78981747892296e-08,0.03125690516454565,3.371107680105734e-05
log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis,-4.3110703181397144e-08,0.02356824003656414,8.637316450710308e-05
lbp-3D-m2_glcm_Idn,-1.4504193713346572e-06,0.8431560821991139,0.10611753224812082
logarithm_glszm_SmallAreaLowGrayLevelEmphasis,-1.2444208834697544e-08,0.02225040609077915,8.221162016597283e-06
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,3.1261960322583994e-08,0.025456363355550567,5.223562980782859e-05
log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis,-4.9817939903865814e-08,0.02378164610874988,0.0001363143254643484
wavelet-LHL_glcm_Imc2,-1.770815910697031e-06,1.0121969379917615,0.191281449770627
lbp-3D-m2_glszm_ZonePercentage,-1.7939635920160345e-06,0.06175602019258223,0.22697459223842043
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,-8.741966169282853e-08,0.01894588589942202,0.0005432848085911157
squareroot_glrlm_LongRunLowGrayLevelEmphasis,-2.4161098871953717e-07,0.024461021865194627,0.004218348448862264
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,3.307072587461354e-08,0.016543569811468775,8.01995723741511e-05
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,-6.213629598584232e-07,0.02221391551601095,0.032271289726394925
logarithm_glcm_MaximumProbability,-2.8435147442558623e-07,0.01878141167341909,0.007388204947484156
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,-4.62589905489199e-07,0.013874899106543636,0.020123018950952587
lbp-3D-k_gldm_DependenceNonUniformityNormalized,-9.647978642609261e-07,0.06855867767380827,0.0877500692463733
wavelet-HHH_glcm_JointEnergy,-2.0962606352143676e-07,0.017129155058823016,0.004195319184152058
original_glrlm_LongRunLowGrayLevelEmphasis,-3.447855724907601e-07,0.02707338423972428,0.011385131025471118
wavelet-HLL_glcm_MaximumProbability,-3.1704390423501364e-07,0.026135088033028463,0.009970492396223496
lbp-3D-k_glszm_ZonePercentage,-1.3651231208795904e-06,0.033313393339028066,0.25989729641870163
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,-8.047564079405289e-08,0.016148637220690296,0.0010081182524722676
exponential_glcm_Idmn,3.4779501985461004e-07,0.9918818190860675,0.022996650798271512
squareroot_glszm_SmallAreaLowGrayLevelEmphasis,-1.1857100362669648e-07,0.01659143928347992,0.0027260134280063797
square_gldm_SmallDependenceLowGrayLevelEmphasis,-7.993124244529387e-07,0.03113039312296191,0.1308539375426172
original_glszm_SmallAreaLowGrayLevelEmphasis,-2.3085883141139674e-07,0.019811767524811074,0.01119357427091705
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,-5.134814640672074e-07,0.016542539026473436,0.057966421667592805
log-sigma-3-0-mm-3D_glcm_Idmn,4.4668829523482675e-07,0.9707364295009296,0.048001898659160935
logarithm_gldm_SmallDependenceLowGrayLevelEmphasis,-3.0646849611951086e-07,0.018713797637178228,0.025163682116417285
original_glcm_MaximumProbability,-4.706656536079362e-07,0.01743513464135536,0.07210991478289652
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,-1.6827691994889595e-07,0.025295672279882008,0.010518884282098573
wavelet-HLL_glcm_JointEnergy,-2.241278810152218e-07,0.00999940478134413,0.019510937192872224
wavelet-LHL_glcm_MaximumProbability,-2.9302600644087937e-07,0.012845706412151048,0.04157334160156667
wavelet-LLL_glcm_MaximumProbability,-4.273330628785421e-07,0.010692492422205638,0.10598378742439363
wavelet-LLL_firstorder_Uniformity,1.4846177804062798e-08,0.013470066234230572,0.00015473228167039998
exponential_glszm_ZonePercentage,-3.324469833755001e-07,0.008182268655849444,0.082769703591555
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,-3.266057945036489e-07,0.009162798406316907,0.1255590425952342
log-sigma-4-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,-2.4211837334225767e-07,0.009644679783659363,0.06948600743258926
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,-3.3936676338495113e-07,0.009089038187489252,0.14707981282299998
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,-2.0744720490922588e-07,0.009186795631085093,0.05603049747305866
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,-2.714376653704954e-07,0.009467736698068618,0.11364382012914942
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,-3.339070609358463e-07,0.00931267441506816,0.18297931099204456
wavelet-LLL_glcm_Imc2,-1.7748346866863603e-07,1.0011504784774143,0.05797722291270779
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,-3.103679459118592e-07,0.008367538138164548,0.21074418150884688
lbp-3D-k_gldm_SmallDependenceLowGrayLevelEmphasis,-3.5358064939463847e-07,0.013624260765785889,0.2735760985817629
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,-2.696026913706758e-07,0.007024387486761569,0.2561496670035266
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,-2.7207203736635917e-07,0.007373274221144276,0.26177385261489494
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,-2.6332831171121204e-07,0.006770448229958715,0.3008625770046588
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,-2.416841553232559e-07,0.006224592089130005,0.3121152854620134
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,-2.4017665834243416e-07,0.0066707081949349736,0.3569186039568024
exponential_gldm_SmallDependenceLowGrayLevelEmphasis,-1.7979675717599102e-07,0.006458779712676597,0.2609512084690162
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,-2.1491461572807212e-07,0.005309379353106013,0.5156853938152899
