feature,ICC,n,k_conditions,feature_class,pass_0.75,pass_0.90
log-sigma-3-0-mm-3D_glcm_ClusterShade,0.4829857928735925,629,3,glcm,False,False
log-sigma-3-0-mm-3D_glcm_Correlation,0.7110457628797313,629,3,glcm,False,False
log-sigma-3-0-mm-3D_glcm_Idmn,0.7629774796570407,629,3,glcm,True,False
log-sigma-3-0-mm-3D_glcm_Imc2,0.8337596796410242,629,3,glcm,True,False
log-sigma-3-0-mm-3D_glcm_InverseVariance,0.7974413155449293,629,3,glcm,True,False
log-sigma-3-0-mm-3D_glcm_JointEntropy,0.3503838050424905,629,3,glcm,False,False
log-sigma-3-0-mm-3D_glcm_MCC,0.5028325889548549,629,3,glcm,False,False
log-sigma-3-0-mm-3D_glcm_MaximumProbability,0.2679989842881444,629,3,glcm,False,False
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.46188050437095785,629,3,gldm,False,False
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.29512401671196065,629,3,gldm,False,False
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.6634511953051667,629,3,gldm,False,False
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,0.9148054104776462,629,3,gldm,True,True
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.5139193680496597,629,3,gldm,False,False
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.613657410821664,629,3,gldm,False,False
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.2893119493175541,629,3,gldm,False,False
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.714315541177838,629,3,glrlm,False,False
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformity,0.46402626066097974,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.7541348122701558,629,3,glszm,True,False
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.7036748255080966,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.47425314787365236,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.373996999404149,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.29812523528907625,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.7481984225795792,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.36676831269444793,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.5184981833732565,629,3,glszm,False,False
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.874869523227896,629,3,glszm,True,False
log-sigma-4-0-mm-3D_firstorder_Maximum,0.9853709472188354,629,3,firstorder,True,True
log-sigma-4-0-mm-3D_firstorder_Minimum,0.7465614539411564,629,3,firstorder,False,False
log-sigma-4-0-mm-3D_firstorder_Skewness,0.7502177490453964,629,3,firstorder,True,False
log-sigma-4-0-mm-3D_glcm_ClusterShade,0.6103274749631485,629,3,glcm,False,False
log-sigma-4-0-mm-3D_glcm_Idm,0.7340929597257801,629,3,glcm,False,False
log-sigma-4-0-mm-3D_glcm_Idn,0.8512929376023775,629,3,glcm,True,False
log-sigma-4-0-mm-3D_glcm_Imc1,0.5948892077033865,629,3,glcm,False,False
log-sigma-4-0-mm-3D_glcm_MCC,0.5280337891530514,629,3,glcm,False,False
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,0.5116791963040552,629,3,gldm,False,False
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity,0.2514904102435896,629,3,gldm,False,False
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.8479032387604116,629,3,gldm,True,False
log-sigma-4-0-mm-3D_gldm_LargeDependenceEmphasis,0.924921037975587,629,3,gldm,True,True
log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.5881937591114602,629,3,gldm,False,False
log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.6080059049640891,629,3,gldm,False,False
log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis,0.33672367878730947,629,3,gldm,False,False
log-sigma-4-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.2342131048120067,629,3,gldm,False,False
log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity,0.4017896751750908,629,3,glszm,False,False
log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.3457625161993574,629,3,glszm,False,False
log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformity,0.2606737604426152,629,3,glszm,False,False
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.7413474017800086,629,3,glszm,False,False
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.2724207569647367,629,3,glszm,False,False
log-sigma-4-0-mm-3D_glszm_ZoneEntropy,0.5884373363172253,629,3,glszm,False,False
log-sigma-5-0-mm-3D_firstorder_90Percentile,0.9422004174751107,629,3,firstorder,True,True
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.8035760361692219,629,3,firstorder,True,False
log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.7521899696793855,629,3,firstorder,True,False
log-sigma-5-0-mm-3D_firstorder_Maximum,0.9859054202003258,629,3,firstorder,True,True
log-sigma-5-0-mm-3D_firstorder_Mean,0.8848278744640199,629,3,firstorder,True,False
log-sigma-5-0-mm-3D_firstorder_Skewness,0.7806129209123456,629,3,firstorder,True,False
log-sigma-5-0-mm-3D_firstorder_TotalEnergy,0.8045958767570781,629,3,firstorder,True,False
log-sigma-5-0-mm-3D_glcm_ClusterShade,0.7687510570550922,629,3,glcm,True,False
log-sigma-5-0-mm-3D_glcm_Contrast,0.54582796306086,629,3,glcm,False,False
log-sigma-5-0-mm-3D_glcm_Correlation,0.8315459452777891,629,3,glcm,True,False
log-sigma-5-0-mm-3D_glcm_Idn,0.8292858419144556,629,3,glcm,True,False
log-sigma-5-0-mm-3D_glcm_Imc2,0.8161667094557056,629,3,glcm,True,False
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.6908073538368397,629,3,glcm,False,False
log-sigma-5-0-mm-3D_glcm_JointEntropy,0.33431182294323575,629,3,glcm,False,False
log-sigma-5-0-mm-3D_glcm_MCC,0.5672465607847634,629,3,glcm,False,False
log-sigma-5-0-mm-3D_glcm_MaximumProbability,0.31909417860790873,629,3,glcm,False,False
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.828510876567182,629,3,gldm,True,False
log-sigma-5-0-mm-3D_gldm_DependenceVariance,0.9313729717661692,629,3,gldm,True,True
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.47709363474662203,629,3,gldm,False,False
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.5572926934717899,629,3,gldm,False,False
log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis,0.2931819145411278,629,3,gldm,False,False
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.21254053908890988,629,3,gldm,False,False
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.6778248978557998,629,3,glrlm,False,False
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.4060985836636367,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.712345148629009,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.44955887201052863,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.4095305659761498,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.27961886920490225,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.3528482600043101,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.5165366977543049,629,3,glszm,False,False
log-sigma-5-0-mm-3D_glszm_ZonePercentage,0.8563256310714714,629,3,glszm,True,False
wavelet-LLH_firstorder_10Percentile,0.4219476088486909,629,3,firstorder,False,False
wavelet-LLH_firstorder_90Percentile,0.7312406721613613,629,3,firstorder,False,False
wavelet-LLH_firstorder_Entropy,0.67910053309951,629,3,firstorder,False,False
wavelet-LLH_firstorder_InterquartileRange,0.7928394435177237,629,3,firstorder,True,False
wavelet-LLH_firstorder_Maximum,0.8924300013603871,629,3,firstorder,True,False
wavelet-LLH_firstorder_Median,0.5269241934462773,629,3,firstorder,False,False
wavelet-LLH_firstorder_Range,0.7543103596881404,629,3,firstorder,True,False
wavelet-LLH_firstorder_RootMeanSquared,0.9224904063687209,629,3,firstorder,True,True
wavelet-LLH_firstorder_Skewness,0.7567637885318246,629,3,firstorder,True,False
wavelet-LLH_glcm_ClusterProminence,0.7930221742053387,629,3,glcm,True,False
wavelet-LLH_glcm_ClusterShade,0.7772347013783769,629,3,glcm,True,False
wavelet-LLH_glcm_Contrast,0.7985327414264027,629,3,glcm,True,False
wavelet-LLH_glcm_Correlation,0.37414328944956304,629,3,glcm,False,False
wavelet-LLH_glcm_Idn,0.6090976986756524,629,3,glcm,False,False
wavelet-LLH_glcm_Imc1,0.5433382847934636,629,3,glcm,False,False
wavelet-LLH_glcm_MCC,0.4196435051093044,629,3,glcm,False,False
wavelet-LLH_glcm_SumEntropy,0.2991062378607801,629,3,glcm,False,False
wavelet-LLH_gldm_LargeDependenceEmphasis,0.8403029660935892,629,3,gldm,True,False
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.6658941805534637,629,3,gldm,False,False
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.35911936188162596,629,3,glszm,False,False
wavelet-LLH_glszm_SizeZoneNonUniformity,0.3303042777804074,629,3,glszm,False,False
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.7962039960451681,629,3,glszm,True,False
wavelet-LLH_glszm_ZoneEntropy,0.40827217488817413,629,3,glszm,False,False
wavelet-LHL_firstorder_Entropy,0.7068265835019555,629,3,firstorder,False,False
wavelet-LHL_firstorder_InterquartileRange,0.9231272222325347,629,3,firstorder,True,True
wavelet-LHL_firstorder_Kurtosis,0.6873995086318553,629,3,firstorder,False,False
wavelet-LHL_firstorder_Maximum,0.653487866516457,629,3,firstorder,False,False
wavelet-LHL_firstorder_Median,0.8745809260336115,629,3,firstorder,True,False
wavelet-LHL_firstorder_RootMeanSquared,0.7903683777291668,629,3,firstorder,True,False
wavelet-LHL_glcm_Correlation,0.3368320915415933,629,3,glcm,False,False
wavelet-LHL_glcm_Idn,0.6250316302334169,629,3,glcm,False,False
wavelet-LHL_glcm_Imc2,0.8958305318763008,629,3,glcm,True,False
wavelet-LHL_glcm_MCC,0.6449550294249592,629,3,glcm,False,False
wavelet-LHL_glcm_MaximumProbability,0.16263640770773105,629,3,glcm,False,False
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.13587353879228387,629,3,gldm,False,False
wavelet-LHL_glrlm_GrayLevelNonUniformity,0.7316811172625872,629,3,glrlm,False,False
wavelet-LHL_glszm_LargeAreaEmphasis,0.9083264152047242,629,3,glszm,True,True
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.13470394832436147,629,3,glszm,False,False
wavelet-LHL_glszm_SizeZoneNonUniformity,0.2974598108181974,629,3,glszm,False,False
wavelet-LHL_glszm_ZoneEntropy,0.29591534742999587,629,3,glszm,False,False
wavelet-LHH_firstorder_Entropy,0.943788990012792,629,3,firstorder,True,True
wavelet-LHH_firstorder_Maximum,0.7037158456860525,629,3,firstorder,False,False
wavelet-LHH_firstorder_Median,0.433704524087115,629,3,firstorder,False,False
wavelet-LHH_firstorder_Range,0.7132211294312466,629,3,firstorder,False,False
wavelet-LHH_firstorder_RootMeanSquared,0.958087556142634,629,3,firstorder,True,True
wavelet-LHH_firstorder_Variance,0.9529164852134018,629,3,firstorder,True,True
wavelet-LHH_glcm_ClusterProminence,0.8984249353497197,629,3,glcm,True,False
wavelet-LHH_glcm_Idn,0.5945507752206222,629,3,glcm,False,False
wavelet-LHH_glcm_Imc1,0.5992955141768029,629,3,glcm,False,False
wavelet-LHH_glcm_Imc2,0.8208831514081266,629,3,glcm,True,False
wavelet-LHH_glcm_JointEntropy,0.2955740051099587,629,3,glcm,False,False
wavelet-LHH_glcm_MCC,0.5483421953747402,629,3,glcm,False,False
wavelet-LHH_gldm_LargeDependenceEmphasis,0.9121355235864331,629,3,gldm,True,True
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.42219433203811596,629,3,gldm,False,False
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.5586745502369882,629,3,gldm,False,False
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.303612931247882,629,3,gldm,False,False
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.5374526721301299,629,3,glrlm,False,False
wavelet-LHH_glszm_GrayLevelNonUniformity,0.49795892152230303,629,3,glszm,False,False
wavelet-LHH_glszm_LargeAreaEmphasis,0.7665901929236888,629,3,glszm,True,False
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.8163360992379755,629,3,glszm,True,False
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.408732070142564,629,3,glszm,False,False
wavelet-LHH_glszm_SizeZoneNonUniformity,0.3928083984998373,629,3,glszm,False,False
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.8511536178725458,629,3,glszm,True,False
wavelet-LHH_glszm_ZoneEntropy,0.5150114019548502,629,3,glszm,False,False
wavelet-HLL_firstorder_10Percentile,0.8166715437727352,629,3,firstorder,True,False
wavelet-HLL_firstorder_90Percentile,0.8585167598803214,629,3,firstorder,True,False
wavelet-HLL_firstorder_Entropy,0.6998138634141791,629,3,firstorder,False,False
wavelet-HLL_firstorder_InterquartileRange,0.881260461819367,629,3,firstorder,True,False
wavelet-HLL_firstorder_Kurtosis,0.46037164928602436,629,3,firstorder,False,False
wavelet-HLL_firstorder_Median,0.7454057523474968,629,3,firstorder,False,False
wavelet-HLL_firstorder_Skewness,0.5616379768784335,629,3,firstorder,False,False
wavelet-HLL_glcm_ClusterShade,0.6117032610786461,629,3,glcm,False,False
wavelet-HLL_glcm_ClusterTendency,0.7611436489444802,629,3,glcm,True,False
wavelet-HLL_glcm_Correlation,0.7308779168782893,629,3,glcm,False,False
wavelet-HLL_glcm_DifferenceAverage,0.6989314453182728,629,3,glcm,False,False
wavelet-HLL_glcm_Idn,0.46846429779100135,629,3,glcm,False,False
wavelet-HLL_glcm_Imc1,0.5557680905291486,629,3,glcm,False,False
wavelet-HLL_glcm_Imc2,0.8713006337374039,629,3,glcm,True,False
wavelet-HLL_glcm_JointEnergy,0.2256103467147589,629,3,glcm,False,False
wavelet-HLL_glcm_JointEntropy,0.37936286050433554,629,3,glcm,False,False
wavelet-HLL_glcm_MCC,0.6657727605887666,629,3,glcm,False,False
wavelet-HLL_glcm_MaximumProbability,0.5222472714770658,629,3,glcm,False,False
wavelet-HLL_gldm_DependenceEntropy,0.27320669661054436,629,3,gldm,False,False
wavelet-HLL_gldm_GrayLevelNonUniformity,0.6672236535863192,629,3,gldm,False,False
wavelet-HLL_gldm_LargeDependenceEmphasis,0.9420641427106667,629,3,gldm,True,True
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.1393820418039982,629,3,gldm,False,False
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.41099521939512335,629,3,glrlm,False,False
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.1533788143854679,629,3,glrlm,False,False
wavelet-HLL_glszm_GrayLevelNonUniformity,0.5084335463355172,629,3,glszm,False,False
wavelet-HLL_glszm_LargeAreaEmphasis,0.7968384354817588,629,3,glszm,True,False
wavelet-HLL_glszm_ZoneEntropy,0.2979298853333407,629,3,glszm,False,False
wavelet-HLL_glszm_ZonePercentage,0.8848267702421517,629,3,glszm,True,False
wavelet-HLH_firstorder_10Percentile,0.8987522738927157,629,3,firstorder,True,False
wavelet-HLH_firstorder_90Percentile,0.8683374110112639,629,3,firstorder,True,False
wavelet-HLH_firstorder_Kurtosis,0.7401482987024017,629,3,firstorder,False,False
wavelet-HLH_firstorder_Range,0.6962422171582557,629,3,firstorder,False,False
wavelet-HLH_firstorder_RootMeanSquared,0.9167945045580442,629,3,firstorder,True,True
wavelet-HLH_firstorder_Skewness,0.5194928483388975,629,3,firstorder,False,False
wavelet-HLH_firstorder_Variance,0.9062237959079327,629,3,firstorder,True,True
wavelet-HLH_glcm_ClusterProminence,0.812975166127923,629,3,glcm,True,False
wavelet-HLH_glcm_ClusterShade,0.7042953430577374,629,3,glcm,False,False
wavelet-HLH_glcm_Idn,0.6743357921462272,629,3,glcm,False,False
wavelet-HLH_glcm_Imc1,0.46856334185904414,629,3,glcm,False,False
wavelet-HLH_glcm_Imc2,0.739462883109893,629,3,glcm,False,False
wavelet-HLH_glcm_MCC,0.6171023381468539,629,3,glcm,False,False
wavelet-HLH_gldm_DependenceEntropy,0.3384988088732355,629,3,gldm,False,False
wavelet-HLH_gldm_LargeDependenceEmphasis,0.906966958122606,629,3,gldm,True,True
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.5709045064395722,629,3,gldm,False,False
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.9041716278429799,629,3,gldm,True,True
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.30615705619647887,629,3,gldm,False,False
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.6225471560178162,629,3,glrlm,False,False
wavelet-HLH_glrlm_RunEntropy,0.8138963278543555,629,3,glrlm,True,False
wavelet-HLH_glszm_GrayLevelNonUniformity,0.402668534988356,629,3,glszm,False,False
wavelet-HLH_glszm_LargeAreaEmphasis,0.8062074433496602,629,3,glszm,True,False
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.548653485837291,629,3,glszm,False,False
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.5272776174868822,629,3,glszm,False,False
wavelet-HLH_glszm_SizeZoneNonUniformity,0.4460309752825293,629,3,glszm,False,False
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.7348771812127979,629,3,glszm,False,False
wavelet-HLH_glszm_ZoneEntropy,0.46305386276331656,629,3,glszm,False,False
wavelet-HLH_glszm_ZonePercentage,0.829073078834898,629,3,glszm,True,False
wavelet-HHL_glcm_Correlation,0.42785363622180406,629,3,glcm,False,False
wavelet-HHL_glcm_Imc1,0.5381875614610381,629,3,glcm,False,False
wavelet-HHL_glcm_Imc2,0.8910708948193814,629,3,glcm,True,False
wavelet-HHL_gldm_LargeDependenceEmphasis,0.9414530110470534,629,3,gldm,True,True
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.3038775606824047,629,3,gldm,False,False
wavelet-HHL_glszm_GrayLevelNonUniformity,0.5495732145126345,629,3,glszm,False,False
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.4075781192245787,629,3,glszm,False,False
wavelet-HHL_glszm_SizeZoneNonUniformity,0.32822326901419935,629,3,glszm,False,False
wavelet-HHL_glszm_SizeZoneNonUniformityNormalized,0.5391543827349495,629,3,glszm,False,False
wavelet-HHL_glszm_ZonePercentage,0.8675698890923077,629,3,glszm,True,False
wavelet-HHH_firstorder_InterquartileRange,0.963216449316438,629,3,firstorder,True,True
wavelet-HHH_firstorder_Kurtosis,0.5150471381559267,629,3,firstorder,False,False
wavelet-HHH_firstorder_Maximum,0.47779244877364113,629,3,firstorder,False,False
wavelet-HHH_firstorder_Range,0.52548103457631,629,3,firstorder,False,False
wavelet-HHH_firstorder_Variance,0.8833208736041189,629,3,firstorder,True,False
wavelet-HHH_glcm_ClusterProminence,0.7407121104185379,629,3,glcm,False,False
wavelet-HHH_glcm_Idn,0.4846470136566657,629,3,glcm,False,False
wavelet-HHH_glcm_Imc1,0.525542471057478,629,3,glcm,False,False
wavelet-HHH_glcm_Imc2,0.8377140568132099,629,3,glcm,True,False
wavelet-HHH_glcm_JointEnergy,0.6741279270446987,629,3,glcm,False,False
wavelet-HHH_glcm_JointEntropy,0.6680623098454423,629,3,glcm,False,False
wavelet-HHH_glcm_MCC,0.6480531496586789,629,3,glcm,False,False
wavelet-HHH_gldm_DependenceEntropy,0.36480961045020277,629,3,gldm,False,False
wavelet-HHH_gldm_DependenceVariance,0.9037480326069143,629,3,gldm,True,True
wavelet-HHH_gldm_GrayLevelNonUniformity,0.6305763736692594,629,3,gldm,False,False
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.35319367655227846,629,3,gldm,False,False
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.2434332128667044,629,3,gldm,False,False
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.41381579105234234,629,3,glrlm,False,False
wavelet-HHH_glszm_GrayLevelNonUniformity,0.46114876306704017,629,3,glszm,False,False
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.8365465063479041,629,3,glszm,True,False
wavelet-HHH_glszm_LargeAreaEmphasis,0.8546618876412659,629,3,glszm,True,False
wavelet-HHH_glszm_LargeAreaHighGrayLevelEmphasis,0.3582630944260247,629,3,glszm,False,False
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.844802188803018,629,3,glszm,True,False
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.5023996520462146,629,3,glszm,False,False
wavelet-HHH_glszm_SizeZoneNonUniformity,0.45541475571832307,629,3,glszm,False,False
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.5487377443546803,629,3,glszm,False,False
wavelet-LLL_firstorder_10Percentile,0.9563717348868308,629,3,firstorder,True,True
wavelet-LLL_firstorder_InterquartileRange,0.744427906974651,629,3,firstorder,False,False
wavelet-LLL_firstorder_Kurtosis,0.2774658544623744,629,3,firstorder,False,False
wavelet-LLL_firstorder_Mean,0.8894798820937196,629,3,firstorder,True,False
wavelet-LLL_firstorder_Minimum,0.9936217476812899,629,3,firstorder,True,True
wavelet-LLL_firstorder_Range,0.5277928022489381,629,3,firstorder,False,False
wavelet-LLL_firstorder_Skewness,0.3113847495395667,629,3,firstorder,False,False
wavelet-LLL_firstorder_Uniformity,0.5409982126076968,629,3,firstorder,False,False
wavelet-LLL_glcm_ClusterProminence,0.9652969773560693,629,3,glcm,True,True
wavelet-LLL_glcm_ClusterShade,0.622069299800708,629,3,glcm,False,False
wavelet-LLL_glcm_Contrast,0.518301830399885,629,3,glcm,False,False
wavelet-LLL_glcm_Correlation,0.8147334403685924,629,3,glcm,True,False
wavelet-LLL_glcm_DifferenceEntropy,0.35801331617600674,629,3,glcm,False,False
wavelet-LLL_glcm_Idn,0.6774283284857187,629,3,glcm,False,False
wavelet-LLL_glcm_Imc1,0.7090278664502715,629,3,glcm,False,False
wavelet-LLL_glcm_Imc2,0.6831752417802388,629,3,glcm,False,False
wavelet-LLL_glcm_JointEntropy,0.26247579435155877,629,3,glcm,False,False
wavelet-LLL_glcm_MCC,0.5248148068235124,629,3,glcm,False,False
wavelet-LLL_glcm_MaximumProbability,0.0998366791724387,629,3,glcm,False,False
wavelet-LLL_glcm_SumEntropy,0.39971592178666826,629,3,glcm,False,False
wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.8293072498009143,629,3,gldm,True,False
wavelet-LLL_gldm_LargeDependenceEmphasis,0.8807413052296017,629,3,gldm,True,False
wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis,0.8762724317863471,629,3,gldm,True,False
square_firstorder_10Percentile,0.6828234619659583,629,3,firstorder,False,False
square_firstorder_Kurtosis,0.20177379703694875,629,3,firstorder,False,False
square_firstorder_Median,0.934514479887841,629,3,firstorder,True,True
square_firstorder_Minimum,0.35079733557501186,629,3,firstorder,False,False
square_firstorder_Range,0.4584021984416677,629,3,firstorder,False,False
square_firstorder_RobustMeanAbsoluteDeviation,0.7695434897893292,629,3,firstorder,True,False
square_firstorder_Skewness,0.4323820867690019,629,3,firstorder,False,False
square_firstorder_Variance,0.9107176663827898,629,3,firstorder,True,True
square_glcm_ClusterProminence,0.8333339096458968,629,3,glcm,True,False
square_glcm_Correlation,0.6901882266511642,629,3,glcm,False,False
square_glcm_DifferenceAverage,0.8606982223323695,629,3,glcm,True,False
square_glcm_DifferenceVariance,0.8404364303548899,629,3,glcm,True,False
square_glcm_Idn,0.4153563190603647,629,3,glcm,False,False
square_glcm_Imc1,0.5218854909006836,629,3,glcm,False,False
square_glcm_Imc2,0.6718223541823478,629,3,glcm,False,False
square_glcm_InverseVariance,0.7600384235703022,629,3,glcm,True,False
square_glcm_JointEntropy,0.8759721931281416,629,3,glcm,True,False
square_gldm_DependenceEntropy,0.5494350511706357,629,3,gldm,False,False
square_gldm_DependenceNonUniformityNormalized,0.8777073251830797,629,3,gldm,True,False
