feature,ICC,n,k_conditions,feature_class,pass_0.75,pass_0.90
square_gldm_LargeDependenceHighGrayLevelEmphasis,0.8830045973767146,629,3,gldm,True,False
square_gldm_LargeDependenceLowGrayLevelEmphasis,0.934864745697272,629,3,gldm,True,True
square_gldm_LowGrayLevelEmphasis,0.9126307440091709,629,3,gldm,True,True
square_gldm_SmallDependenceLowGrayLevelEmphasis,0.33586599598128086,629,3,gldm,False,False
square_glrlm_LongRunHighGrayLevelEmphasis,0.9163640875966924,629,3,glrlm,True,True
square_glrlm_RunEntropy,0.8059861920077029,629,3,glrlm,True,False
square_glrlm_RunLengthNonUniformity,0.4297763257504647,629,3,glrlm,False,False
square_glszm_GrayLevelNonUniformity,0.540854661347285,629,3,glszm,False,False
square_glszm_GrayLevelNonUniformityNormalized,0.8575159650253461,629,3,glszm,True,False
square_glszm_LargeAreaEmphasis,0.8008492300081431,629,3,glszm,True,False
square_glszm_LargeAreaHighGrayLevelEmphasis,0.7086226104343736,629,3,glszm,False,False
square_glszm_LowGrayLevelZoneEmphasis,0.462658271788262,629,3,glszm,False,False
square_glszm_SizeZoneNonUniformity,0.6058475562479722,629,3,glszm,False,False
square_glszm_SmallAreaLowGrayLevelEmphasis,0.3477340697358096,629,3,glszm,False,False
square_glszm_ZoneEntropy,0.7519681052323869,629,3,glszm,True,False
square_glszm_ZonePercentage,0.7958771182429262,629,3,glszm,True,False
squareroot_firstorder_Kurtosis,0.3931434069807489,629,3,firstorder,False,False
squareroot_firstorder_Median,0.6319871770698051,629,3,firstorder,False,False
squareroot_firstorder_Variance,0.892376386088522,629,3,firstorder,True,False
squareroot_glcm_JointEntropy,0.3515951060178803,629,3,glcm,False,False
squareroot_glrlm_LongRunLowGrayLevelEmphasis,0.7635993527229887,629,3,glrlm,True,False
squareroot_glszm_GrayLevelNonUniformity,0.7308617502801217,629,3,glszm,False,False
squareroot_glszm_SmallAreaLowGrayLevelEmphasis,0.5906429148542949,629,3,glszm,False,False
logarithm_firstorder_Kurtosis,0.2667494227307276,629,3,firstorder,False,False
logarithm_firstorder_Mean,0.8318095268491841,629,3,firstorder,True,False
logarithm_firstorder_Minimum,0.995088720233579,629,3,firstorder,True,True
logarithm_firstorder_Range,0.6480673153231468,629,3,firstorder,False,False
logarithm_firstorder_TotalEnergy,0.5669436108241126,629,3,firstorder,False,False
logarithm_glcm_ClusterProminence,0.9826006150081351,629,3,glcm,True,True
logarithm_glcm_ClusterShade,0.3557993238481619,629,3,glcm,False,False
logarithm_glcm_Correlation,0.7714369708304912,629,3,glcm,True,False
logarithm_glcm_Idn,0.6669991814554861,629,3,glcm,False,False
logarithm_glcm_MCC,0.6574835903198714,629,3,glcm,False,False
logarithm_glcm_MaximumProbability,0.5066087906514813,629,3,glcm,False,False
logarithm_glcm_SumEntropy,0.7419524037512614,629,3,glcm,False,False
logarithm_gldm_GrayLevelNonUniformity,0.8193554212576233,629,3,gldm,True,False
logarithm_gldm_LargeDependenceEmphasis,0.9424335624809111,629,3,gldm,True,True
logarithm_gldm_LargeDependenceHighGrayLevelEmphasis,0.8963342048007941,629,3,gldm,True,False
logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.9228897538473558,629,3,gldm,True,True
logarithm_gldm_LowGrayLevelEmphasis,0.7937631738987281,629,3,gldm,True,False
logarithm_gldm_SmallDependenceLowGrayLevelEmphasis,0.5695638331668973,629,3,gldm,False,False
logarithm_glszm_SizeZoneNonUniformity,0.44273660373888635,629,3,glszm,False,False
logarithm_glszm_SizeZoneNonUniformityNormalized,0.8117216256037135,629,3,glszm,True,False
logarithm_glszm_SmallAreaLowGrayLevelEmphasis,0.5925174094113027,629,3,glszm,False,False
exponential_firstorder_10Percentile,0.9580726750885072,629,3,firstorder,True,True
exponential_firstorder_90Percentile,0.890495663092663,629,3,firstorder,True,False
exponential_firstorder_Kurtosis,0.23669996437728288,629,3,firstorder,False,False
exponential_firstorder_Maximum,0.3356853238036662,629,3,firstorder,False,False
exponential_firstorder_Median,0.7099769853382889,629,3,firstorder,False,False
exponential_firstorder_Variance,0.35489276190182006,629,3,firstorder,False,False
exponential_glcm_ClusterProminence,0.006845649596270499,629,3,glcm,False,False
exponential_glcm_Correlation,0.3890094332695303,629,3,glcm,False,False
exponential_glcm_Idmn,0.8586242495272175,629,3,glcm,True,False
exponential_glcm_Imc1,0.8917794901574625,629,3,glcm,True,False
exponential_gldm_DependenceEntropy,0.7410445549531792,629,3,gldm,False,False
exponential_gldm_DependenceNonUniformity,0.4972366799648906,629,3,gldm,False,False
exponential_gldm_DependenceNonUniformityNormalized,0.6513781067570497,629,3,gldm,False,False
exponential_gldm_DependenceVariance,0.31891118390197754,629,3,gldm,False,False
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.39842850405085345,629,3,gldm,False,False
exponential_gldm_SmallDependenceLowGrayLevelEmphasis,0.22852272150000028,629,3,gldm,False,False
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.6205675249063685,629,3,glrlm,False,False
exponential_glrlm_RunEntropy,0.4058258945051549,629,3,glrlm,False,False
exponential_glrlm_RunLengthNonUniformity,0.8824484653196006,629,3,glrlm,True,False
exponential_glrlm_RunLengthNonUniformityNormalized,0.3690426272459513,629,3,glrlm,False,False
exponential_glrlm_RunVariance,0.46576443232123027,629,3,glrlm,False,False
exponential_glszm_GrayLevelNonUniformity,0.0851108536337871,629,3,glszm,False,False
exponential_glszm_LargeAreaLowGrayLevelEmphasis,0.4560086653686191,629,3,glszm,False,False
exponential_glszm_SmallAreaEmphasis,0.22864768682032144,629,3,glszm,False,False
exponential_glszm_ZoneEntropy,0.4889892415930703,629,3,glszm,False,False
exponential_glszm_ZonePercentage,0.3275151066097956,629,3,glszm,False,False
exponential_glszm_ZoneVariance,0.13343837254696728,629,3,glszm,False,False
gradient_firstorder_10Percentile,0.8502388197236863,629,3,firstorder,True,False
gradient_firstorder_InterquartileRange,0.3820756345916063,629,3,firstorder,False,False
gradient_firstorder_Kurtosis,0.3150781316716312,629,3,firstorder,False,False
gradient_firstorder_Maximum,0.16044458062451852,629,3,firstorder,False,False
gradient_firstorder_Median,0.44277406083155224,629,3,firstorder,False,False
gradient_firstorder_Minimum,0.8755775464606457,629,3,firstorder,True,False
gradient_firstorder_Variance,0.26816740137787004,629,3,firstorder,False,False
gradient_glcm_ClusterProminence,0.10679237771125054,629,3,glcm,False,False
gradient_glcm_Correlation,0.5193030360876507,629,3,glcm,False,False
gradient_glcm_DifferenceEntropy,0.4382869958943274,629,3,glcm,False,False
gradient_glcm_Idn,0.5293258417243781,629,3,glcm,False,False
gradient_glcm_Imc1,0.5095206225358089,629,3,glcm,False,False
gradient_glcm_Imc2,0.6609401257824079,629,3,glcm,False,False
gradient_glcm_JointEnergy,0.4936222144933678,629,3,glcm,False,False
gradient_glcm_JointEntropy,0.37015168302150436,629,3,glcm,False,False
gradient_gldm_DependenceEntropy,0.21361958146000937,629,3,gldm,False,False
gradient_gldm_DependenceNonUniformity,0.22124610344884865,629,3,gldm,False,False
gradient_gldm_DependenceNonUniformityNormalized,0.8215752841984757,629,3,gldm,True,False
gradient_gldm_GrayLevelNonUniformity,0.8478894536082623,629,3,gldm,True,False
gradient_gldm_LargeDependenceEmphasis,0.879428222850442,629,3,gldm,True,False
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,0.512400095485154,629,3,gldm,False,False
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,0.3649415076591968,629,3,gldm,False,False
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,0.3434170362954432,629,3,gldm,False,False
gradient_glrlm_LongRunHighGrayLevelEmphasis,0.3290273927142643,629,3,glrlm,False,False
gradient_glrlm_LongRunLowGrayLevelEmphasis,0.8334118658438738,629,3,glrlm,True,False
gradient_glrlm_ShortRunLowGrayLevelEmphasis,0.6345130780808473,629,3,glrlm,False,False
gradient_glszm_GrayLevelNonUniformity,0.42419582394564526,629,3,glszm,False,False
gradient_glszm_GrayLevelNonUniformityNormalized,0.3867173231501536,629,3,glszm,False,False
gradient_glszm_GrayLevelVariance,0.17656115699117422,629,3,glszm,False,False
gradient_glszm_LargeAreaEmphasis,0.9022063227205396,629,3,glszm,True,True
gradient_glszm_LargeAreaHighGrayLevelEmphasis,0.8375854462763617,629,3,glszm,True,False
gradient_glszm_LargeAreaLowGrayLevelEmphasis,0.9004122772545322,629,3,glszm,True,True
gradient_glszm_LowGrayLevelZoneEmphasis,0.41269419626584974,629,3,glszm,False,False
gradient_glszm_SizeZoneNonUniformity,0.34610704791041774,629,3,glszm,False,False
gradient_glszm_SizeZoneNonUniformityNormalized,0.6168612537124415,629,3,glszm,False,False
gradient_glszm_SmallAreaHighGrayLevelEmphasis,0.19500288252480102,629,3,glszm,False,False
gradient_glszm_SmallAreaLowGrayLevelEmphasis,0.41336360166198743,629,3,glszm,False,False
gradient_glszm_ZoneEntropy,0.2863565302650695,629,3,glszm,False,False
gradient_glszm_ZonePercentage,0.7873126420991505,629,3,glszm,True,False
