config,n_features,macro_AUC,macro_AUC_ci_low,macro_AUC_ci_high,accuracy,macro_sensitivity,macro_specificity,kappa,kappa_quadratic,note,accuracy_ci_low,accuracy_ci_high,macro_sensitivity_ci_low,macro_sensitivity_ci_high,macro_specificity_ci_low,macro_specificity_ci_high,kappa_ci_low,kappa_ci_high,kappa_quadratic_ci_low,kappa_quadratic_ci_high,features
3D_primary_official,517,0.9363060656085932,0.9127925341655584,0.9584426287631588,0.753968253968254,,,,0.8711656441717791,official primary; not refit in C3,,,,,,,,,,,
refit_517_sanity,517,0.9363060656085933,0.9127925341655583,0.9584426287631587,0.753968253968254,0.6392717086834734,0.9312823167170994,0.6538154746078171,0.8711656441717791,same hyperparams/split; sanity check only,0.6746031746031746,0.8255952380952378,0.5286188672438673,0.7606388070326364,0.9092192000533899,0.9521278605288611,0.547343383507511,0.7544233542616574,0.82707039828872,0.9098716474992883,
top5_importance,5,0.9154010609707914,0.8821030160726935,0.9465325477574316,0.6666666666666666,0.6912978524743231,0.9114157125751328,0.5468790136141792,0.8192811744192586,subset of train-fit PredictionValuesChange ranks,0.5873015873015873,0.746031746031746,0.5635951581631414,0.7997870033638406,0.8897415952345837,0.933199792124607,0.4376502656428313,0.6490752402702942,0.756642691832875,0.8735438954820849,"log-sigma-3-0-mm-3D_glcm_Imc2,original_shape_Flatness,lbp-3D-m2_firstorder_Variance,log-sigma-4-0-mm-3D_firstorder_Minimum,wavelet-LLL_glcm_SumEntropy"
top10_importance,10,0.9218261409880715,0.8888596284946981,0.9522034491251131,0.6984126984126984,0.7184687208216619,0.9186135147729351,0.5881290322580646,0.8482641132585326,subset of train-fit PredictionValuesChange ranks,0.6190476190476191,0.7698412698412699,0.5883637161084531,0.8243978593050765,0.8972725102959834,0.9393536387272527,0.48116084904857886,0.6833244500756419,0.7884530231611655,0.8927777917463452,"log-sigma-3-0-mm-3D_glcm_Imc2,original_shape_Flatness,lbp-3D-m2_firstorder_Variance,log-sigma-4-0-mm-3D_firstorder_Minimum,wavelet-LLL_glcm_SumEntropy,lbp-3D-m2_glcm_DifferenceVariance,wavelet-LLL_glcm_Correlation,log-sigma-5-0-mm-3D_glcm_Correlation,lbp-3D-m1_glrlm_RunEntropy,exponential_gldm_SmallDependenceLowGrayLevelEmphasis"
