feature,feature_class,n,spearman_rho_vs_grade,spearman_p,abs_rho,bonferroni_alpha,significant_bonferroni,importance,importance_rank
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,glszm,630,-0.6456072898187012,1.4338646778624963e-75,0.6456072898187012,9.671179883945843e-05,True,0.0989553815204323,160
log-sigma-5-0-mm-3D_glcm_MCC,glcm,630,-0.6421957282865225,1.521462271412225e-74,0.6421957282865225,9.671179883945843e-05,True,1.120710507801385,24
lbp-3D-m1_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,630,-0.6417936095562857,2.0058884582649793e-74,0.6417936095562857,9.671179883945843e-05,True,0.41123879815583664,66
lbp-3D-m2_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,630,-0.6403607175152979,5.35318397509353e-74,0.6403607175152979,9.671179883945843e-05,True,0.0,504
square_firstorder_10Percentile,firstorder,630,0.6379963689794097,2.6735672192263185e-73,0.6379963689794097,9.671179883945843e-05,True,0.1247714288623242,143
wavelet-LLH_glcm_ClusterShade,glcm,630,-0.6370842178033079,4.953662910242912e-73,0.6370842178033079,9.671179883945843e-05,True,0.0,492
original_glcm_MaximumProbability,glcm,630,0.6330879414005888,7.2072183688148e-72,0.6330879414005888,9.671179883945843e-05,True,0.0,472
lbp-3D-m2_firstorder_Kurtosis,firstorder,630,0.6330668764824204,7.308897769507621e-72,0.6330668764824204,9.671179883945843e-05,True,0.09550733349117162,164
wavelet-LLL_firstorder_InterquartileRange,firstorder,630,-0.6327971801733181,8.743935621049255e-72,0.6327971801733181,9.671179883945843e-05,True,0.0,382
exponential_firstorder_Median,firstorder,630,-0.6326485945751167,9.650885718922638e-72,0.6326485945751167,9.671179883945843e-05,True,0.0,339
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,glszm,630,0.6317961943661821,1.6982206529679027e-71,0.6317961943661821,9.671179883945843e-05,True,0.8025052381115328,38
squareroot_firstorder_Median,firstorder,630,-0.6268231140790927,4.432776049390132e-70,0.6268231140790927,9.671179883945843e-05,True,0.0,448
wavelet-LLL_firstorder_Uniformity,firstorder,630,0.6227047466172525,6.317856379523659e-69,0.6227047466172525,9.671179883945843e-05,True,0.0,476
logarithm_glcm_MCC,glcm,630,-0.6208925100892981,2.008561465542803e-68,0.6208925100892981,9.671179883945843e-05,True,0.05571398065809693,188
original_glcm_MCC,glcm,630,-0.6203349433233183,2.8626587701444692e-68,0.6203349433233183,9.671179883945843e-05,True,0.6206974129702413,48
square_firstorder_Skewness,firstorder,630,-0.6192654839635683,5.637235374930491e-68,0.6192654839635683,9.671179883945843e-05,True,0.09169275388049593,166
log-sigma-3-0-mm-3D_glcm_MaximumProbability,glcm,630,0.6191742361676841,5.9720491663423326e-68,0.6191742361676841,9.671179883945843e-05,True,0.10079733912318128,158
lbp-3D-k_glcm_ClusterProminence,glcm,630,0.6188681412887636,7.246339125975951e-68,0.6188681412887636,9.671179883945843e-05,True,0.0,414
gradient_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,630,-0.6178964402425655,1.3370532274314062e-67,0.6178964402425655,9.671179883945843e-05,True,0.0,263
original_firstorder_Maximum,firstorder,630,-0.6146918075962596,9.929742639894927e-67,0.6146918075962596,9.671179883945843e-05,True,0.34147830830279147,81
logarithm_glszm_SizeZoneNonUniformityNormalized,glszm,630,-0.6141746613415144,1.3693799152195938e-66,0.6141746613415144,9.671179883945843e-05,True,0.149781277922447,130
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,gldm,630,0.6139968663937765,1.529163186560212e-66,0.6139968663937765,9.671179883945843e-05,True,0.0,360
lbp-3D-k_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,630,-0.6092708841324561,2.801331478877073e-65,0.6092708841324561,9.671179883945843e-05,True,1.1842071297691596,21
lbp-3D-m2_firstorder_Median,firstorder,630,0.6088521181745692,3.616141236433568e-65,0.6088521181745692,9.671179883945843e-05,True,0.30818305343417607,88
log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,glrlm,630,-0.6081513516020722,5.538915331818103e-65,0.6081513516020722,9.671179883945843e-05,True,0.0,262
wavelet-LLH_gldm_LargeDependenceHighGrayLevelEmphasis,gldm,630,0.60776785948802,6.991462319162543e-65,0.60776785948802,9.671179883945843e-05,True,1.1190988210038428,25
original_shape_Sphericity,shape,630,-0.6071427492433789,1.0212704781456474e-64,0.6071427492433789,9.671179883945843e-05,True,1.0301130219656107,30
original_glszm_LargeAreaEmphasis,glszm,630,0.6056203477959974,2.5610421405107554e-64,0.6056203477959974,9.671179883945843e-05,True,0.09999134922422129,159
lbp-3D-k_glrlm_HighGrayLevelRunEmphasis,glrlm,630,0.6051742100171303,3.3497747511025314e-64,0.6051742100171303,9.671179883945843e-05,True,0.11176781003370914,152
lbp-3D-m1_firstorder_Skewness,firstorder,630,-0.6046045271526337,4.71666640350317e-64,0.6046045271526337,9.671179883945843e-05,True,0.0,332
wavelet-LLL_firstorder_10Percentile,firstorder,630,-0.6026469728538788,1.5206997062522193e-63,0.6026469728538788,9.671179883945843e-05,True,0.26962951634429694,99
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,gldm,630,-0.6021914125770719,1.9945977260937333e-63,0.6021914125770719,9.671179883945843e-05,True,0.0,334
logarithm_glcm_MaximumProbability,glcm,630,0.5997986088056628,8.232864474268263e-63,0.5997986088056628,9.671179883945843e-05,True,0.2261228084898319,108
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,firstorder,630,-0.5970374454747808,4.164895021369747e-62,0.5970374454747808,9.671179883945843e-05,True,0.0,384
gradient_glszm_SizeZoneNonUniformity,glszm,630,0.5965128586284152,5.657101114347732e-62,0.5965128586284152,9.671179883945843e-05,True,0.6655601442746106,43
original_gldm_LargeDependenceEmphasis,gldm,630,0.592916063215659,4.548466537143875e-61,0.592916063215659,9.671179883945843e-05,True,0.0,503
log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity,glszm,630,0.5922411896427359,6.705871659796908e-61,0.5922411896427359,9.671179883945843e-05,True,0.0,511
lbp-3D-m2_glcm_ClusterShade,glcm,630,-0.5904378669417725,1.883634321643626e-60,0.5904378669417725,9.671179883945843e-05,True,1.4375075534782698,15
square_gldm_LowGrayLevelEmphasis,gldm,630,-0.5897440317731788,2.797843199940811e-60,0.5897440317731788,9.671179883945843e-05,True,1.475625210905969,13
lbp-3D-m1_glrlm_RunEntropy,glrlm,630,-0.5885923991228653,5.384015480137277e-60,0.5885923991228653,9.671179883945843e-05,True,1.9588436960673874,9
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,glszm,630,0.5862171410708852,2.0599385924233575e-59,0.5862171410708852,9.671179883945843e-05,True,0.0,479
wavelet-LLL_glcm_Imc1,glcm,630,0.5838186563072256,7.896558843108372e-59,0.5838186563072256,9.671179883945843e-05,True,0.0,366
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,glszm,630,0.5833840855371853,1.006134231066327e-58,0.5833840855371853,9.671179883945843e-05,True,0.11795835878166462,148
exponential_firstorder_Maximum,firstorder,630,-0.5766273999175996,4.153265856941639e-57,0.5766273999175996,9.671179883945843e-05,True,0.1200856720890553,146
wavelet-LLL_glcm_ClusterShade,glcm,630,-0.5740342029151192,1.692663830584011e-56,0.5740342029151192,9.671179883945843e-05,True,1.0545823109380181,28
log-sigma-4-0-mm-3D_glszm_ZoneEntropy,glszm,630,-0.5731462839360513,2.7305553148698535e-56,0.5731462839360513,9.671179883945843e-05,True,0.0,342
square_gldm_LargeDependenceLowGrayLevelEmphasis,gldm,630,-0.5724307051466753,4.010155988211778e-56,0.5724307051466753,9.671179883945843e-05,True,0.1737408821326366,124
logarithm_gldm_LargeDependenceEmphasis,gldm,630,0.5714394988280467,6.818455170150948e-56,0.5714394988280467,9.671179883945843e-05,True,0.0,315
lbp-3D-k_glrlm_LongRunHighGrayLevelEmphasis,glrlm,630,-0.5673117540718405,6.099556228629943e-55,0.5673117540718405,9.671179883945843e-05,True,0.0,515
log-sigma-3-0-mm-3D_glcm_InverseVariance,glcm,630,0.5667099459502805,8.373751494728719e-55,0.5667099459502805,9.671179883945843e-05,True,0.8023824415285749,39
gradient_glszm_GrayLevelNonUniformity,glszm,630,0.566543573136451,9.139372662796611e-55,0.566543573136451,9.671179883945843e-05,True,0.6259279315657811,46
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,glrlm,630,-0.5638392349900697,3.7628545692158127e-54,0.5638392349900697,9.671179883945843e-05,True,0.0,402
wavelet-LLL_firstorder_Range,firstorder,630,-0.5630790880623735,5.587966342438397e-54,0.5630790880623735,9.671179883945843e-05,True,0.2919041015430595,92
logarithm_firstorder_Range,firstorder,630,-0.5605416452227777,2.0764304643570616e-53,0.5605416452227777,9.671179883945843e-05,True,0.0,455
original_glszm_SizeZoneNonUniformityNormalized,glszm,630,-0.5604259138585213,2.2039436489091172e-53,0.5604259138585213,9.671179883945843e-05,True,0.0,407
exponential_glcm_Idmn,glcm,630,0.5598381772624919,2.981875697494939e-53,0.5598381772624919,9.671179883945843e-05,True,0.0,480
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,gldm,630,-0.5578886972531301,8.092698049649229e-53,0.5578886972531301,9.671179883945843e-05,True,0.0,340
wavelet-LLH_firstorder_RootMeanSquared,firstorder,630,0.5576438112951402,9.16976633548598e-53,0.5576438112951402,9.671179883945843e-05,True,0.24645721864173187,103
log-sigma-4-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,gldm,630,0.5572754517356673,1.1063668448149194e-52,0.5572754517356673,9.671179883945843e-05,True,0.4712728504293445,60
squareroot_glcm_JointEntropy,glcm,630,-0.5546354996642214,4.220008704974682e-52,0.5546354996642214,9.671179883945843e-05,True,0.0,306
gradient_firstorder_10Percentile,firstorder,630,-0.5537763375662806,6.507488702992358e-52,0.5537763375662806,9.671179883945843e-05,True,0.5360076796489468,57
exponential_glcm_Imc1,glcm,630,0.547495026638659,1.4863930176165241e-50,0.547495026638659,9.671179883945843e-05,True,0.0,423
lbp-3D-k_glszm_GrayLevelVariance,glszm,630,0.545629089692149,3.717409585502341e-50,0.545629089692149,9.671179883945843e-05,True,0.6175344322349526,49
lbp-3D-m2_glcm_Autocorrelation,glcm,630,0.5389042539681198,9.6485071234469e-49,0.5389042539681198,9.671179883945843e-05,True,0.0,288
wavelet-LHL_glcm_Correlation,glcm,630,-0.5389034495798365,9.652223723171875e-49,0.5389034495798365,9.671179883945843e-05,True,0.00339939414341928,220
gradient_glszm_SizeZoneNonUniformityNormalized,glszm,630,0.5388196675127065,1.0047218617309546e-48,0.5388196675127065,9.671179883945843e-05,True,0.2377150621153913,104
log-sigma-5-0-mm-3D_glcm_JointEntropy,glcm,630,-0.5383653138183245,1.248595482337709e-48,0.5383653138183245,9.671179883945843e-05,True,0.0,277
original_shape_SurfaceArea,shape,630,0.5346227967818451,7.385055899110755e-48,0.5346227967818451,9.671179883945843e-05,True,0.6603189621583317,44
logarithm_glszm_SizeZoneNonUniformity,glszm,630,-0.5322177512262499,2.2873783038071236e-47,0.5322177512262499,9.671179883945843e-05,True,0.0,451
